padron;valuacion;boleta
677727;419071.59;9363947
876208;227002.17;9363948
384475;144268.56;9363949
381482;160461.12;9363950
678806;127287.95;9363951
777741;957436.68;9363952
284152;84509.19;9363953
382825;110327.225;9363954
778367;364979.46;9363955
775760;474237.83;9363956
283467;182610.74;9363957
484918;13300.0;9363958
876160;471639.47;9363959
776621;659402.395;9363960
876029;42709.74;9363961
483305;267686.05;9363962
678002;518402.67;9363963
675389;261009.89;9363964
875507;98783.497;9363965
875506;98690.53;9363966
875505;101064.61;9363967
875504;101240.69;9363968
875503;101240.69;9363969
875502;101242.09;9363970
875501;101063.18;9363971
875500;100485.64;9363972
875499;98858.62;9363973
382415;193859.405;9363974
382414;80369.78;9363975
280772;198547.7;9363976
679712;270030.84;9363977
283103;218899.38;9363978
876715;286283.57;9363980
876734;1857450.53;9363981
876732;121385.32;9363982
876731;123855.65;9363983
876657;125747.13;9363984
876658;125491.37;9363985
876666;96543.58;9363986
876685;96168.02;9363987
876667;97022.55;9363988
876668;96168.02;9363989
876670;96168.02;9363990
876671;95704.44;9363991
876672;95644.865;9363992
876674;96168.02;9363993
876675;96543.58;9363994
876676;96168.02;9363995
876677;96168.02;9363996
876678;96543.58;9363997
876679;96168.02;9363998
876680;96543.58;9363999
778955;51528.79;9362000
779110;50187.2;9362001
875134;21650677.3;9362002
779094;49616.39;9362005
779095;49616.39;9362006
875215;7317680.73;9362007
779096;49614.41;9362008
779097;49615.95;9362009
778968;49243.93;9362011
778969;49243.93;9362012
779061;10100.0;9362013
779063;48994.28;9362014
779072;48994.28;9362016
779073;48994.28;9362017
779105;49243.93;9362018
779108;49243.93;9362019
779109;49243.93;9362020
778980;49748.66;9362021
778976;50881.57;9362022
778977;50881.52;9362023
778978;40607.68;9362024
779084;49659.11;9362025
779085;49659.11;9362026
779101;49430.28;9362028
779103;49430.05;9362029
779104;49430.28;9362030
778959;52056.53;9362031
778961;52056.59;9362033
779118;50080.55;9362034
779119;50080.55;9362035
779120;50080.59;9362036
779068;49989.21;9362037
779069;49989.21;9362038
779058;50356.94;9362040
778957;50218.61;9362041
777174;205027.66;9362042
777175;44066.22;9362043
777177;41501.45;9362044
777178;40877.49;9362045
777180;41501.45;9362047
777163;42128.85;9362048
777170;62625.21;9362049
777171;42128.85;9362050
777140;4400.0;9362051
777142;43440.53;9362052
777145;40715.0;9362053
777146;43440.54;9362054
777153;40715.0;9362055
777157;4400.0;9362056
777129;73574.29;9362058
777130;74706.52;9362059
777135;71712.86;9362060
777123;71060.9023;9362061
776606;264946.51;9362063
777762;50242.8;9362064
777760;4100.0051;9362065
777758;43789.13;9362066
777755;79790.05;9362067
777754;36990.08;9362068
777751;418978.18;9362069
676152;127222.11;9362070
677870;34924.42;9362071
677865;116601.49;9362073
677864;43794.97;9362074
677863;51954.31;9362075
677858;35081.61;9362076
677857;109990.82;9362077
677855;82411.91;9362078
677755;281456.47;9362079
776604;5400.0;9362080
776603;138586.84;9362081
384424;268989.97;9362082
383421;172314.04;9362083
581556;161623.38;9362084
183475;367834.84;9362085
777791;49228.63;9362086
380312;720589.33;9362087
80586;171699.11;9362088
183984;9200.0;9362089
183985;9200.0;9362090
183986;9200.0;9362091
183988;9200.0;9362092
283943;299319.12;9362093
283944;147249.965;9362094
777826;15166.33;9362095
678085;366927.71;9362097
480364;361181.7;9362098
382550;7400.0;9362099
875538;65529.04;9362100
875540;67134.98;9362101
875541;67621.46;9362102
875542;66713.79;9362103
875543;86643.07;9362105
875533;87562.63;9362106
875534;87382.89;9362107
875439;47941.46;9362108
875440;47941.46;9362109
875441;48096.28;9362110
875442;48096.28;9362111
875544;256235.57;9362112
675276;5200.0;9362113
779276;304555.35;9362114
875429;497706.72;9362115
875513;942654.61;9362117
483297;3200.0;9362118
776089;22464.46;9362119
776091;124912.9;9362120
776092;29048.79;9362121
776093;12504.64;9362122
776095;12504.64;9362123
776097;12504.64;9362124
776098;30703.91;9362125
776099;89608.92;9362126
776100;12504.64;9362127
776101;23626.6;9362128
776102;47358.6;9362129
776103;12504.64;9362130
776107;12504.64;9362131
776109;67096.27;9362132
776113;65460.66;9362133
776116;14264.86;9362134
776117;11254.17;9362135
776119;11254.17;9362136
776120;11254.17;9362137
776121;11254.17;9362138
776046;12164.7;9362139
776048;42080.56;9362140
776049;12851.57;9362141
776050;19999.23;9362142
776051;11254.17;9362143
776052;28985.01;9362144
776053;11254.17;9362145
776054;11254.17;9362146
776055;31500.22;9362147
776057;74900.48;9362148
776056;11254.17;9362149
776058;115484.63;9362150
776059;19194.38;9362151
776060;11254.17;9362152
776062;24172.32;9362155
776063;91336.917;9362156
776065;13013.35;9362157
776066;140764.19;9362158
776067;117459.73;9362159
776068;56326.08;9362160
776069;70733.17;9362161
776070;69237.565;9362162
776071;85969.95;9362163
776072;11254.17;9362164
776073;97451.51;9362165
776074;103174.18;9362166
776076;11254.17;9362168
776077;97179.27;9362169
776127;12321.47;9362170
776129;17462.51;9362171
776007;1300.0;9362173
776008;11400.0;9362174
776011;11254.17;9362177
776014;11254.17;9362178
776017;88395.98;9362179
776018;11254.17;9362180
776020;15330.8;9362182
776022;11254.17;9362184
776027;74981.87;9362188
776032;11254.17;9362191
776034;11254.17;9362193
776035;47170.68;9362194
776039;38938.29;9362196
776040;12073.29;9362197
776043;26750.41;9362199
776045;1700.0;9362201
776080;14238.99;9362202
776082;56022.95;9362203
776081;23361.75;9362204
776083;103814.61;9362205
776084;14883.39;9362206
776085;92923.99;9362207
776110;22585.43;9362208
776111;22585.45;9362209
776112;58947.68;9362210
776115;58052.47;9362212
776118;76993.81;9362213
776122;90229.43;9362214
776123;168737.44;9362215
776124;67151.78;9362216
776094;55868.88;9362217
776096;23544.47;9362218
776104;75134.13;9362219
776106;86565.905;9362220
775948;32723.55;9362221
775949;11254.17;9362222
775950;13517.75;9362223
775951;13517.75;9362224
775952;41227.86;9362225
775953;47727.34;9362226
775955;217258.27;9362227
775956;56957.85;9362228
775957;85208.18;9362229
775959;49836.87;9362230
775960;65088.59;9362231
775963;18671.65;9362232
775964;36253.54;9362233
775965;44414.59;9362234
775966;12315.32;9362235
775967;23627.99;9362236
775968;11254.17;9362237
775970;65884.98;9362239
775973;12164.7;9362241
775974;55262.19;9362242
775975;11254.17;9362243
775976;82840.84;9362244
775978;34058.26;9362245
775979;11254.17;9362246
775982;28204.78;9362249
775984;86911.75;9362251
775986;11254.17;9362252
775987;11254.17;9362253
775988;9923.25;9362254
775991;88180.45;9362255
775992;20889.52;9362256
775993;84388.12;9362257
775994;11254.17;9362258
775995;11254.17;9362259
775996;64948.83;9362260
775999;101281.97;9362262
776000;87419.6;9362263
776001;32590.805;9362264
776002;82584.91;9362265
776003;14706.8;9362266
776004;39044.27;9362267
776005;11254.17;9362268
775922;11254.17;9362270
775935;14167.73;9362271
775936;35313.535;9362272
775937;13751.06;9362273
775939;13299.95;9362275
775940;13053.61;9362276
775941;86827.0;9362277
775942;29494.52;9362278
775944;12653.465;9362279
775945;46445.825;9362280
775885;23151.08;9362283
775886;18474.64;9362284
775887;35391.3;9362285
775888;11254.175;9362286
775889;11254.17;9362287
775890;12165.16;9362288
775891;51852.37;9362289
775892;17622.95;9362290
775894;11253.38;9362291
775895;11253.38;9362292
775896;11253.385;9362293
775897;11253.38;9362294
775898;11253.16;9362295
775856;77505.86;9362296
775899;12164.7;9362297
775900;14469.29;9362298
775901;53458.01;9362299
775903;43401.66;9362300
775905;11254.17;9362301
775906;29164.26;9362302
775907;35339.53;9362303
775908;86774.03;9362304
775909;93214.95;9362305
775910;84606.52;9362306
775911;21231.35;9362307
775912;111466.96;9362308
775913;11254.17;9362309
775914;48271.235;9362310
775915;32907.09;9362311
775917;160605.71;9362312
775918;14806.03;9362313
775920;62350.86;9362314
775921;11254.17;9362315
775924;82812.97;9362316
775925;42853.14;9362317
775926;31492.19;9362318
775927;36602.81;9362319
775928;88882.97;9362320
775931;70078.01;9362321
775932;11254.17;9362322
775934;212650.065;9362323
775857;12164.7;9362324
775860;11254.4;9362325
775858;12165.25;9362326
775862;40630.26;9362328
775863;12086.2;9362329
775864;63125.91;9362330
775865;11254.4;9362331
775866;35573.33;9362332
775868;34450.8;9362334
775869;82063.63;9362335
775871;55701.3;9362336
775870;62401.98;9362337
775873;13517.755;9362338
775874;17781.92;9362339
775875;24231.94;9362340
775876;94081.45;9362341
775877;19655.84;9362342
775878;14569.63;9362343
775879;29621.72;9362344
775880;11152.17;9362345
775881;46139.04;9362346
775882;141009.58;9362347
775883;11983.88;9362348
676351;92061.8;9362349
183513;95100.0;9362350
676969;38726.99;9362351
875536;69339.21;9362352
183330;7400.0;9362353
184086;8700.0;9362354
679063;78578.51;9362355
281719;142991.14;9362356
283747;16600.0;9362357
875560;85278.5;9362358
281848;17500.005;9362359
875558;219810.5;9362360
283884;25771.79;9362361
679485;123457.36;9362362
776475;411224.53;9362363
284621;1100.0;9362364
778185;95187.29;9362365
284855;9500.0;9362366
284961;587164.985;9362367
380280;2500.0;9362368
380614;226855.61;9362369
380814;624473.77;9362370
380909;78267.54;9362371
481296;128343.18;9362372
482533;236763.42;9362374
777052;48907.79;9362375
777007;49251.35;9362376
777008;49251.35;9362377
777010;49251.35;9362378
777020;50566.31;9362380
777019;50566.31;9362381
777011;49099.87;9362382
777012;49099.87;9362383
777004;49251.35;9362384
777003;49251.35;9362385
777002;49251.35;9362386
777001;49251.35;9362387
777831;50919.63;9362388
777832;50919.63;9362389
777800;48945.345;9362390
777798;48614.41;9362391
777797;48614.41;9362392
777796;48614.41;9362393
777805;50919.63;9362394
777804;50919.63;9362395
482719;75308.57;9362396
777047;48907.79;9362397
483332;215116.45;9362398
777048;48907.79;9362399
483365;325491.22;9362400
777051;48907.79;9362402
483383;155099.65;9362403
777017;65132.98;9362404
777016;49099.82;9362405
777015;49099.82;9362406
483461;118834.57;9362407
484751;2500.0;9362408
777027;50566.31;9362409
777028;50566.31;9362410
675671;106650.69;9362411
777033;49120.75;9362413
676733;110483.94;9362414
777036;52815.22;9362416
777037;52815.22;9362417
676779;19300.0;9362418
678798;53785.97;9362420
678799;53785.97;9362421
679719;108220.87;9362422
679718;65708.93;9362423
381135;49471.42;9362424
484047;118421.19;9362425
582313;102551.69;9362426
582315;156188.97;9362427
582321;212247.57;9362428
582314;174561.775;9362429
180971;1334327.31;9362430
383517;2200.0;9362431
184955;1100.0;9362432
281869;9700.0;9362433
482443;124880.59;9362434
483374;244302.72;9362435
483409;203933.07;9362436
483419;147131.89;9362437
482710;35459.56;9362439
482694;108579.45;9362440
482696;233324.875;9362441
580766;217601.33;9362444
581001;30460.79;9362445
581064;175920.4;9362446
581143;271484.18;9362447
581548;49734.9;9362448
581667;1900.0;9362449
581744;137695.62;9362450
582089;186917.93;9362451
582382;3600.0;9362452
675540;113872.38;9362453
675543;97962.41;9362454
675906;59934.78;9362455
677039;66979.87;9362456
677047;60033.23;9362457
677061;110534.22;9362458
677068;88000.93;9362459
677080;136732.01;9362460
677084;26315.21;9362461
677087;74170.07;9362462
677107;260121.5;9362463
677379;741354.27;9362464
677418;65234.49;9362465
677426;54317.27;9362466
677427;56120.6;9362467
677444;61984.02;9362468
677523;2587424.37;9362470
677530;77387.36;9362471
677535;77387.36;9362472
677555;343697.49;9362473
380303;243034.43;9362474
382320;137069.43;9362475
382327;189496.0;9362476
382005;376104.61;9362477
381050;71241.79;9362478
676536;309566.14;9362479
82744;581143.67;9362480
675917;4544806.73;9362481
675994;38290.79;9362482
675996;70332.17;9362483
675998;53850.34;9362484
675999;80471.31;9362485
283460;31541.24;9362486
675480;57933.37;9362487
679845;144950.07;9362488
775703;752514.72;9362489
383052;160326.75;9362490
678563;78053.2;9362491
581139;93707.19;9362492
675685;221072.89;9362493
184682;319213.245;9362494
677962;488455.79;9362495
675760;121019.9;9362496
581306;192468.86;9362497
484927;143232.45;9362498
484928;225052.47;9362499
678662;101180.76;9362502
382412;172677.8;9362504
583324;87291.63;9362505
580550;438888.38;9362507
676327;16086.92;9362508
678060;96573.92;9362509
282604;5300.0;9362510
778697;49015.74;9362512
777408;73500.37;9362513
384487;191574.23;9362514
679832;75993.47;9362517
284097;264762.64;9362518
384135;351043.22;9362519
80587;94628.7123;9362520
80415;307968.54;9362521
875722;709749.7;9362522
779169;1082177.2;9362523
82883;323542.23;9362524
384181;217153.62;9362525
580867;33318.25;9362526
480267;49103.32;9362527
383987;311852.54;9362528
582623;403540.63;9362529
875729;2056602.09;9362530
875554;131315.42;9362532
875622;77823.39;9362533
875721;572682.705;9362545
383789;390217.78;9362546
583102;62014.15;9362547
284397;236286.82;9362548
875713;68836.71;9362549
875714;336031.71;9362550
875690;442463.5;9362551
779268;54600.0;9362552
875436;589021.7;9362554
875710;64300.0;9362555
875681;449364.04;9362556
875685;339223.15;9362557
875127;41100.0;9362558
875632;682847.22;9362559
875634;493287.76;9362560
875638;706586.17;9362561
875641;482164.57;9362562
875712;199914.29;9362563
875674;81542.13;9362564
875676;69395.96;9362565
875677;41057.42;9362566
875678;2800.0;9362567
875679;40698.85;9362568
875701;22992.55;9362569
875702;356309.3;9362570
382129;54317.42;9362571
776675;752984.67;9362573
776679;7400.0;9362574
776723;576200.54;9362576
778608;639608.62;9362577
776773;955483.33;9362578
776698;785986.19;9362579
776667;481446.34;9362580
776697;733097.75;9362581
776727;794172.66;9362582
776757;662776.38;9362584
779756;933020.8;9362585
776743;606171.73;9362586
778553;1033675.67;9362587
776661;778466.13;9362588
779367;7300.0;9362589
779368;9700.0;9362590
778607;1040028.25;9362591
776762;750567.43;9362592
776769;616242.89;9362593
776713;789205.81;9362594
778554;1012442.92;9362595
875519;10900.0;9362596
776725;574067.09;9362597
776774;794467.72;9362598
776755;310042.45;9362599
776760;759151.68;9362600
776729;237598.21;9362601
776677;687039.14;9362602
776722;736507.39;9362603
776726;864708.59;9362604
776728;654701.77;9362605
778552;664968.85;9362606
776695;1238577.32;9362607
777232;523009.12;9362608
777234;695243.41;9362609
776699;867041.39;9362610
776761;678483.165;9362611
777405;866323.27;9362612
776745;713614.93;9362613
776668;681710.42;9362614
776756;836749.09;9362615
482687;119300.0;9362616
678425;58492.64;9362617
875709;631976.555;9362618
679546;39373.54;9362619
778257;14800.0;9362620
778258;13400.0;9362621
777588;62709.92;9362622
777155;43440.57;9362623
675076;155566.84;9362624
480492;156198.71;9362625
675048;72336.18;9362626
875615;508746.73;9362627
481769;4700.0;9362628
875495;25700.0;9362629
875648;105310.25;9362630
875725;8000.0;9362631
675092;210203.75;9362633
678454;3000.0;9362634
581003;295179.17;9362635
775736;915592.13;9362636
481915;184864.25;9362637
183033;22061.08;9362638
678701;154764.07;9362639
381487;246631.31;9362640
875555;128897.08;9362641
775687;663986.7;9362642
875707;84100.0;9362643
775688;915199.46;9362645
775071;644639.48;9362646
875719;65981.71;9362647
778670;48830.65;9362648
776228;101612.53;9362649
775666;332145.11;9362650
81163;1033844.37;9362651
484362;236463.19;9362652
580438;6400.0;9362654
483020;78069.66;9362655
875720;33701.89;9362656
875717;41761.58;9362657
875527;114682.14;9362658
875695;326803.77;9362659
875697;917508.54;9362660
483604;16763.9;9362661
483669;32961.21;9362662
383592;233072.47;9362664
776618;976100.17;9362665
875520;151100.0;9362667
777759;43789.13;9362668
875588;95053.24;9362669
875589;98068.83;9362670
875591;98068.83;9362672
875592;91530.94;9362673
875593;90657.08;9362674
875595;137400.4;9362676
875596;95898.5;9362677
875597;82622.96;9362678
875598;98230.54;9362679
875599;98230.54;9362680
875600;82622.96;9362681
875601;95898.5;9362682
875602;131215.69;9362683
875603;114598.305;9362684
875604;90657.08;9362685
875605;91530.94;9362686
875606;98068.83;9362687
875607;98068.83;9362688
875608;98068.83;9362689
875609;81137.34;9362690
875610;82646.04;9362691
875611;82646.04;9362692
875612;81137.34;9362693
875613;445174.61;9362694
480792;448140.41;9362695
480794;215788.28;9362696
775893;13516.56;9362697
282364;953740.57;9362698
284982;120364.14;9362699
679724;368070.63;9362701
676852;1800.0;9362702
676853;1800.0;9362703
679986;60443.36;9362704
580924;50739.34;9362705
779362;8100.0;9362706
678057;133135.59;9362707
875617;488275.66;9362708
775509;136920.22;9362709
382908;638230.41;9362710
483111;338799.34;9362711
581734;51850.5;9362712
580927;33851.37;9362713
180256;5300.0;9362714
182190;13200.0;9362715
182736;4600.0;9362716
182737;2700.005;9362717
183496;6700.0;9362718
183928;2100.0;9362719
184474;30800.0;9362720
380244;174978.95;9362721
280449;21500.0;9362722
280693;3300.0;9362723
282203;52200.0;9362724
282245;16300.0;9362725
282452;12400.0;9362726
282669;188848.5;9362727
282670;197388.88;9362728
282678;8400.0;9362729
282747;306901.04;9362730
282839;43800.0;9362731
283415;54038.83;9362732
283617;13400.0;9362733
283619;8400.0;9362734
283952;6900.0;9362735
284041;7400.0;9362736
284062;7400.0;9362737
284876;7400.0;9362738
380167;47813.47;9362739
380169;188045.15;9362740
380180;55957.45;9362741
380193;141826.75;9362742
380259;12100.0;9362743
380269;195942.55;9362744
380408;22300.0;9362745
380989;6100.0;9362746
381127;70193.44;9362747
381128;105183.84;9362748
381167;33803.28;9362749
679822;49938.55;9362750
778695;65048.87;9362751
677277;28628.57;9362752
679720;215151.94;9362753
875736;224164.28;9362754
875737;117451.06;9362755
679661;63681.02;9362756
875693;3576307.89;9362757
875370;287487.73;9362758
480529;93787.95;9362759
675030;179608.63;9362760
483388;174051.26;9362761
284184;295857.43;9362762
483417;61499.165;9362763
83474;78527.94;9362764
483611;125256.4;9362765
875748;417014.59;9362766
875747;546205.94;9362767
875745;315587.09;9362768
875743;694438.0;9362769
875741;275523.25;9362770
875739;569064.8;9362771
677877;275099.67;9362773
580453;598869.02;9362774
677678;247101.85;9362775
777996;85170.39;9362776
677473;13100.0;9362777
679319;55578.78;9362778
875193;107590.62;9362779
875192;472043.38;9362780
481731;352861.15;9362782
777222;225230.9;9362783
875652;571745.78;9362784
875653;330214.95;9362785
875657;269188.71;9362786
875658;13500.0;9362787
777317;1239786.33;9362789
581718;77514.34;9362790
183772;398084.02;9362792
580021;150146.83;9362793
583019;160641.93;9362794
777766;279385.5;9362795
875704;240737.17;9362796
81441;15200.0;9362797
580922;33851.37;9362798
483511;149727.61;9362799
875753;257903.61;9362801
677143;939370.46;9362802
775023;59904.14;9362803
676218;517859.51;9362804
480749;25123.71;9362805
384721;231306.19;9362806
483565;118089.79;9362808
482982;111900.96;9362809
779060;48994.285;9362810
778841;53600.0;9362811
480432;217315.585;9362812
776595;7500.0;9362813
676681;133412.74;9362814
81165;330730.43;9362816
675844;131481.545;9362817
777962;86471.02;9362818
777963;86471.02;9362819
380129;38152.93;9362820
380131;37645.63;9362821
380130;28075.38;9362822
380132;35282.42;9362823
777966;86471.02;9362824
777967;86471.02;9362825
777969;86471.02;9362826
777972;86471.02;9362828
777974;87652.55;9362829
777975;87652.55;9362830
777981;87652.55;9362831
777985;87652.55;9362832
777986;87652.55;9362833
777987;87652.55;9362834
777988;87652.55;9362835
777990;87652.55;9362836
778576;86753.21;9362837
778579;86753.04;9362838
778580;86753.045;9362839
778589;90825.99;9362840
778592;90825.99;9362841
778600;90825.525;9362842
778787;79393.12;9362843
778795;79393.12;9362844
778802;79393.12;9362845
778556;92893.05;9362846
778557;92893.05;9362847
778559;92893.05;9362848
778561;92893.05;9362849
778562;92893.05;9362850
778563;92893.05;9362851
778564;92893.05;9362852
778566;92893.05;9362853
778568;92893.05;9362854
778569;92893.05;9362855
778571;92893.05;9362856
283998;443044.31;9362857
581261;112614.42;9362858
480440;203099.255;9362859
676245;49764.41;9362860
676537;370099.22;9362861
679617;6900.0;9362862
778004;337768.16;9362863
81423;1000302.29;9362864
776176;59247.79;9362867
778155;808647.01;9362868
676614;427055.34;9362869
677731;262179.96;9362871
284268;457098.665;9362873
776931;43000.0;9362874
678821;2501450.21;9362875
776983;304412.1;9362876
381481;133888.24;9362877
81563;104500.0;9362880
676314;35761.86;9362881
778950;50545.03;9362882
676996;84122.32;9362883
676348;44113.37;9362884
480316;74986.55;9362885
380518;234076.79;9362886
677491;478844.21;9362887
677492;474626.41;9362888
777669;72634.81;9362889
775129;27404.23;9362890
677493;12000.005;9362891
515934;2600.0;9362892
515890;82364.22;9362893
515916;52883.55;9362894
679158;379963.47;9362897
679161;85102.71;9362898
679164;193398.28;9362899
679142;146366.9;9362900
679143;107021.8;9362901
679145;106144.96;9362902
679146;505769.715;9362903
679133;94961.35;9362904
679135;157559.52;9362905
679137;95654.69;9362906
679138;98643.62;9362907
679139;198645.69;9362908
679114;173464.465;9362909
679115;138204.83;9362910
679116;179864.66;9362911
679117;119284.93;9362912
679118;95725.77;9362913
679121;153894.59;9362914
679122;148499.87;9362915
679123;202350.21;9362916
679125;92284.64;9362918
679126;95285.08;9362919
679129;144956.815;9362920
679150;92735.13;9362921
679153;182824.03;9362922
679155;165387.58;9362923
679156;104641.81;9362924
679157;141223.1;9362925
777965;86471.02;9362926
83396;3179640.2;9362927
777195;4500.0;9362928
581491;36169.47;9362929
679192;166311.4;9362930
679175;194411.65;9362931
679173;176131.54;9362932
381485;197650.62;9362933
481750;56343.43;9362934
481751;53261.07;9362935
280890;228293.56;9362936
777566;526865.72;9362937
677254;434201.24;9362938
676228;49875.94;9362939
582663;145396.9;9362940
777790;49228.63;9362941
281786;106942.05;9362942
484485;137454.33;9362943
484284;157349.34;9362944
777955;86471.02;9362945
777789;49135.65;9362946
777785;49135.65;9362947
81526;1.0;9362949
580235;130758.48;9362950
281775;177391.59;9362952
382261;172783.4;9362953
777982;87652.55;9362954
581529;211252.99;9362955
381182;149610.38;9362956
581282;59968.95;9362957
580965;192523.31;9362958
676133;106503.51;9362959
776878;529830.92;9362960
283062;272132.16;9362961
184319;361074.87;9362962
83318;76622.93;9362963
83294;13187.56;9362964
184963;177009.66;9362965
382536;235925.4;9362966
580704;214004.47;9362967
779394;1121912.81;9362968
284523;210339.85;9362969
875165;40540.27;9362970
775728;68760.33;9362971
482466;102366.29;9362972
284375;393073.44;9362973
582662;41395.21;9362974
515896;28246.9;9362975
481355;47578.24;9362976
677662;114804.27;9362991
381080;3300.0;9362992
676927;335254.63;9362993
675058;7840442.69;9362994
875689;83465.33;9362995
676799;19278.47;9362996
484714;21975.11;9362997
384672;31695.51;9362998
484398;207472.67;9362999
581433;154391.54;9361000
679491;212643.48;9361001
484761;112633.32;9361002
581587;134753.46;9361004
581588;87220.85;9361005
581589;26306.76;9361006
582946;210582.89;9361007
582659;72485.92;9361008
676623;172061.58;9361009
676625;169127.11;9361010
676626;250709.73;9361011
583259;31759.76;9361012
676631;27437.46;9361013
676632;40342.73;9361014
676633;218825.85;9361015
676634;108856.06;9361016
676718;77678.03;9361018
676720;129220.22;9361019
676721;146610.31;9361020
676722;156994.44;9361021
676723;164572.86;9361022
676725;255628.61;9361023
676727;396157.29;9361024
184855;176159.88;9361025
676729;121717.76;9361026
676730;111130.5;9361027
676732;20116.69;9361028
676738;136463.79;9361029
676740;63731.03;9361030
482932;144966.63;9361031
582636;93198.78;9361032
480376;91676.35;9361033
480378;114453.985;9361035
482943;115673.221;9361036
482942;122962.67;9361037
482941;24160.14;9361038
482940;83906.24;9361039
482939;171724.98;9361040
482938;84987.65;9361041
482937;132315.6;9361042
482935;20116.69;9361043
679028;154346.13;9361045
679029;181842.62;9361046
581527;213900.24;9361047
581528;182041.215;9361048
582940;229025.665;9361049
582939;204801.86;9361050
581652;84904.33;9361051
581653;59736.3;9361052
676949;177594.5;9361053
482446;129640.31;9361054
583053;125525.8;9361055
581655;233129.06;9361056
581656;20116.69;9361057
581657;118232.08;9361058
581658;167585.79;9361059
676615;97328.7;9361060
676617;78805.86;9361061
676618;126322.6;9361062
677112;237366.81;9361063
677113;249286.21;9361064
677253;193202.14;9361065
677255;39525.92;9361066
677221;123104.38;9361067
582652;176159.51;9361068
284099;193570.43;9361069
384847;1253942.19;9361070
282175;239729.88;9361071
580718;138361.77;9361073
875171;39472.3;9361075
483015;65540.19;9361076
382277;18900.0;9361077
676415;6500.0;9361078
675552;582971.63;9361079
82686;645969.22;9361080
676276;64782.5;9361081
480984;71618.75;9361082
779733;318871.39;9361083
480987;33858.93;9361084
480960;100471.32;9361085
480961;72476.79;9361086
480962;31379.53;9361087
480968;80897.41;9361088
480969;171553.42;9361089
480970;114698.66;9361090
480971;105444.97;9361091
484599;40614.15;9361093
581631;28324.95;9361094
481107;132726.03;9361095
775373;16900.0;9361096
775371;6500.0;9361097
775372;6500.0;9361098
775374;6500.0;9361099
380310;699919.16;9361100
582094;107697.12;9361101
582093;111212.855;9361102
779732;94088.51;9361103
779731;376757.59;9361104
779725;92905.95;9361105
779722;388480.78;9361106
779724;278079.09;9361107
484535;140341.79;9361108
381961;114628.85;9361109
481266;80883.27;9361110
81918;401800.84;9361111
676482;224673.77;9361112
778806;131237.83;9361113
482987;198816.94;9361114
481422;91242.08;9361115
580990;255566.46;9361116
284581;137314.28;9361117
583030;128259.8;9361118
583031;116693.58;9361119
480283;474889.73;9361120
480290;47388.64;9361121
484515;145425.28;9361122
581624;433278.23;9361123
482739;22788.86;9361124
482505;152719.62;9361125
80500;78604.8028;9361126
875545;167588.66;9361127
678661;100604.38;9361128
875546;94999.0;9361129
775685;677431.84;9361130
281709;158551.45;9361131
678505;56885.38;9361132
581260;184622.905;9361133
581209;67050.75;9361134
383996;69449.2;9361135
581149;217480.09;9361136
581162;38871.31;9361137
581167;173689.8;9361138
581033;164252.25;9361139
284242;326618.545;9361140
284223;99580.95;9361141
580966;449419.49;9361142
583299;500395.2;9361143
484087;43700.0;9361144
875216;150030.5;9361145
284526;163200.3;9361146
283907;2473.48;9361147
284425;282221.13;9361148
380440;280350.2;9361149
380471;204841.19;9361150
383685;92400.0;9361151
384863;52897.54;9361152
280807;272635.93;9361153
280777;27000.0;9361154
284464;113017.29;9361155
284414;222723.39;9361156
284322;160223.66;9361157
283886;58678.61;9361158
677629;111489.0;9361159
678786;433717.51;9361160
284208;259735.47;9361161
284222;195637.12;9361162
284167;56327.66;9361163
676279;303579.86;9361164
384103;262753.64;9361165
383373;228608.9;9361166
384009;520466.91;9361168
383990;343911.39;9361169
581321;300167.08;9361170
382380;145699.28;9361171
383404;2800.0;9361172
383407;2500.0;9361173
383408;25800.0;9361174
383409;6500.0;9361175
383417;2800.0;9361176
383418;2800.0;9361177
383419;10400.0;9361178
383791;191141.897;9361179
481327;108791.24;9361180
481346;116289.41;9361181
483325;24110.18;9361182
484245;1217500.0;9361183
484396;83574.77;9361184
581602;176791.68;9361185
675737;184743.01;9361186
875437;152491.93;9361187
676678;74333.99;9361188
284631;58318.18;9361189
580979;34888.5;9361190
580942;37300.37;9361191
580765;221910.56;9361192
677370;366469.55;9361193
580720;24300.0;9361194
580721;230118.05;9361195
677951;150267.79;9361196
280251;17100.0;9361197
580044;107471.64;9361198
675861;113902.92;9361199
676362;325062.155;9361200
678263;134864.69;9361201
484282;108464.23;9361202
484258;62434.81;9361203
580993;175566.65;9361204
675094;556110.825;9361205
580917;170485.95;9361206
581187;45358.1;9361207
284490;141864.0;9361210
83967;157507.34;9361211
677569;253412.91;9361212
382495;179729.825;9361213
677939;99715.07;9361214
675308;112075.17;9361215
675314;92113.05;9361216
675316;359745.6;9361217
677947;99572.36;9361218
380939;49052.78;9361219
678071;95166.09;9361220
380122;116475.98;9361221
676102;152176.48;9361222
676076;67257.8;9361223
81425;70800.0;9361224
81417;56500.0;9361225
676114;215379.23;9361227
676953;1150220.55;9361228
382672;58268.4;9361229
284986;45011.48;9361230
280005;86159.495;9361232
280001;387028.47;9361233
284844;164670.58;9361234
180972;7800024.38;9361235
679423;477885.19;9361236
675553;556590.28;9361238
677206;130914.53;9361239
875438;644883.84;9361241
381941;170826.28;9361242
