padron;valuacion;boleta
183995;2100.0;9303930
80423;3700.0;9303931
678644;254288.53;9303932
280786;245513.03;9303933
679271;77731.83;9303934
284351;186760.13;9303935
284348;223602.56;9303936
581057;157427.11;9303937
284212;248948.49;9303938
678725;113805.93;9303939
776924;12567.91;9303940
777768;49199.27;9303941
776943;53126.6;9303942
384621;181705.62;9303943
380401;5300.0;9303944
381745;105359.64;9303945
380904;6800.0;9303946
382146;125300.0;9303947
80560;65609.04;9303948
83367;45537.49;9303949
778710;49386.39;9303950
677434;46710.99;9303952
778639;28237.6;9303953
679046;27220.071711;9303954
83287;49838.64;9303955
81350;47661.79;9303956
775495;64639.64;9303957
775494;64639.64;9303958
678123;64639.73;9303959
383694;12200.0;9303960
678529;89909.47;9303961
775651;188672.56;9303962
775649;158323.97;9303963
775646;25574.7;9303964
776629;28042.08;9303965
775054;41298.5;9303966
677778;230741.16;9303967
775639;46370.26;9303968
775647;178458.77;9303969
381958;61540.39;9303970
875248;75162.025;9303971
481414;52273.4;9303972
481410;18440.277;9303973
481408;97891.01;9303974
481406;123622.845;9303975
481416;67018.53;9303976
481423;124578.29;9303978
481402;19076.78;9303979
481374;216794.98;9303980
481375;38144.98;9303981
481379;140235.55;9303982
481380;49172.73;9303983
481381;111220.47;9303984
80637;87689.36;9303985
481388;85660.46;9303986
481389;88910.16;9303987
481391;85471.81;9303988
481394;17721.11;9303989
481395;20688.32;9303990
481399;106280.56;9303991
679212;49434.32;9303994
679213;249337.437;9303995
679215;47615.47;9303996
482672;134420.25;9303998
482671;139652.94;9303999
675520;89864.5;9302000
675522;114321.68;9302002
675523;35275.19;9302003
675570;1700.0;9302005
675603;126552.34;9302006
675607;62787.78;9302007
675611;4700.0;9302008
675640;247400.22;9302009
675646;85863.71;9302010
675648;13300.0;9302011
675667;28431.24;9302012
675668;73641.86;9302013
675704;92343.2;9302014
675733;40783.17;9302016
675781;188593.82;9302017
6757810;1.0;9302018
675847;4400.0;9302019
675858;545510.41;9302020
675882;8100.0;9302021
675894;6000.0;9302022
675965;9000.0;9302023
676067;57065.84;9302024
676134;339944.72;9302026
676158;57965.725;9302027
676159;77152.16;9302028
676161;361595.41;9302029
676162;547683.77;9302030
676180;323597.59;9302031
676183;47866.02;9302032
676192;416615.58;9302033
676208;146700.0;9302034
676211;96339.47;9302035
676258;294823.89;9302036
676278;221788.55;9302037
676338;83657.11;9302038
676342;48641.41;9302039
676360;33400.0;9302041
676495;236923.94;9302042
676603;1.0;9302043
676607;1.0;9302044
676646;1.0;9302045
676780;1900.0;9302046
677108;50306.33;9302048
677109;44320.46;9302049
677140;315048.25;9302050
677141;15500.0;9302051
677142;4400.005;9302052
677175;9406.67;9302053
677189;30890.7;9302055
677191;31359.754;9302056
677192;86578.76;9302057
677193;77775.76;9302058
677195;72401.11;9302060
677197;60435.09;9302061
677198;108995.85;9302062
677199;102068.2;9302063
677211;116638.25;9302064
677217;554862.12;9302065
677346;280644.39;9302066
677373;359947.82;9302068
677394;12500.0;9302069
677405;5800.0;9302070
677408;576989.42;9302071
677437;47371.12;9302072
677438;47371.12;9302073
677440;47160.78;9302074
677441;47157.93;9302075
677463;2100.0;9302076
677475;31900.0;9302077
677476;8500.0;9302078
677502;284459.9;9302079
677551;6300.0;9302080
677603;1800.0;9302082
677604;2900.0;9302083
677605;4900.0;9302084
677606;600.0;9302085
677609;400.0;9302086
677684;152892.29;9302087
677685;152268.7;9302088
677740;70472.83;9302089
677742;262796.355;9302090
677776;118548.31;9302091
677790;13057.04;9302092
677792;16938.74;9302093
677797;45075.99;9302094
677798;12053.46;9302095
677799;39628.67;9302096
677802;67418.84;9302097
677803;18731.55;9302098
677804;32750.99;9302099
677805;48145.63;9302100
677806;19078.72;9302101
677807;38971.58;9302102
677811;34953.53;9302103
677813;242084.59;9302104
677816;20657.76;9302105
677820;134399.42;9302107
677822;14489.42;9302108
677823;32393.26;9302109
677826;45891.35;9302110
677827;15551.31;9302111
677828;28273.37;9302112
677829;39830.96;9302113
677830;64600.0;9302114
677831;81683.26;9302115
677833;25941.93;9302116
677834;39062.1;9302117
677843;21885.15;9302119
677845;51829.09;9302120
677846;48525.01;9302121
677847;26230.46;9302122
677848;65549.96;9302123
677882;59207.83;9302124
677888;178862.65;9302125
677889;26928.7;9302126
677892;86623.12;9302127
677893;169650.89;9302128
677974;150600.0;9302129
677975;27500.0;9302130
677978;221853.61;9302131
677979;183610.36;9302132
678062;10200.0;9302133
678067;4800.0;9302134
678111;43915.17;9302135
678145;2000.0;9302136
678154;29200.0;9302137
678158;9900.0;9302138
678616;74156.77;9302140
678669;133564.19;9302141
678670;193470.993;9302142
678671;177861.68;9302143
678672;82677.28;9302144
678674;104734.33;9302145
678676;39654.93;9302147
678678;45703.69;9302148
678679;88172.765;9302149
678681;34597.47;9302151
678683;57796.11;9302152
678684;29351.01;9302153
678685;29654.9;9302154
678686;25230.33;9302155
678687;67998.88;9302156
678688;27675.29;9302157
678691;3600.0;9302158
678723;304349.24;9302159
678726;14800.0;9302160
678790;109096.3;9302161
679032;78800.0;9302162
679041;51126.06;9302164
679721;458733.6;9302165
679722;495323.77;9302166
679772;80066.19;9302167
679962;97385.67;9302168
679967;120596.22;9302171
679969;82764.55;9302172
766762;10000.005;9302173
770000;5200.0;9302174
775000;151823.52;9302177
775004;100734.76;9302178
775006;111610.81;9302179
775060;111751.81;9302180
775069;191068.81;9302181
775070;649491.44;9302182
775631;132429.0;9302184
775632;92732.91;9302185
775633;51935.35;9302186
775636;41875.28;9302187
775658;97601.232;9302189
775660;119069.15;9302190
775682;7300.0;9302191
775683;215129.32;9302192
775695;712330.97;9302193
775731;13300.005;9302194
775732;778566.16;9302195
775733;301727.97;9302196
775734;615536.06;9302197
775737;858590.72;9302198
775738;1169275.86;9302199
775740;877100.1;9302200
775748;887707.24;9302201
775759;345119.69;9302203
775761;526677.39;9302204
775762;790857.79;9302205
775773;993533.77;9302206
775776;795444.191711;9302207
775779;1496611.41;9302208
776160;547182.88;9302210
776162;554592.51;9302211
776345;35078.1;9302212
776346;111564.721007;9302213
776347;79316.85;9302214
776349;175991.11;9302216
776352;81209.79;9302218
776353;61843.655;9302219
776354;118919.52;9302220
776355;100858.99;9302221
776357;65385.24;9302222
776358;103366.5;9302223
776360;62076.775;9302224
776361;65171.23;9302225
776362;62585.48;9302226
776364;73390.21;9302227
776601;29300.0;9302228
776643;141818.4;9302229
77665;7300.0;9302230
776740;8100.0;9302231
776775;1745069.86;9302232
776793;7900.0;9302233
776795;1156943.65;9302235
776807;733541.24;9302236
776853;622011.15;9302239
776987;780146.7;9302240
7770008;10500.0;9302241
777046;176559.97;9302242
777060;472599.53;9302243
777082;897136.01;9302244
77714;5800.0;9302245
777223;225230.9;9302246
777224;225230.9;9302247
777226;225230.9;9302248
777441;62058.69;9302249
777607;26136.16;9302250
777608;51507.64;9302251
777610;78672.215;9302252
777705;7000.0;9302254
777706;7100.0;9302255
777709;8300.0;9302256
777710;7200.0;9302257
777711;1088087.5;9302258
777712;979859.59;9302259
777743;763417.14;9302261
777968;86471.02;9302262
77824;800.0;9302264
778827;612736.36;9302265
778829;13500.0;9302266
778831;14500.0;9302267
778834;9900.0;9302268
778835;1152327.14;9302269
778836;9700.0;9302270
778837;12500.0;9302271
778838;1024420.8;9302272
778843;8400.0;9302273
778845;678452.63;9302274
778847;507917.98;9302275
778848;226312.72;9302276
778850;636562.94;9302277
778856;7100.0;9302278
778864;785906.73;9302279
778867;9900.0;9302280
778868;11400.0;9302281
778875;783097.275;9302282
778878;8200.0;9302283
778879;12100.0;9302284
778880;10800.0;9302285
778884;30562.44;9302286
778888;40107.11;9302288
778889;87627.38;9302289
778894;54285.53;9302290
778895;37273.98;9302291
778897;149298.38;9302292
778901;15567.33;9302293
778902;27172.31;9302294
778903;69398.21;9302295
778904;66104.36;9302296
778907;14184.6;9302297
778908;78113.13;9302298
778909;28729.31;9302299
778910;18403.92;9302300
778911;28533.03;9302301
778913;28299.6;9302302
778916;81227.68;9302303
778920;44596.4;9302304
778922;38674.33;9302305
778924;15644.75;9302306
778928;141234.64;9302309
778929;37744.46;9302310
778930;86872.32;9302311
778931;119067.21;9302312
778932;128335.48;9302313
778933;112561.61;9302314
778935;109834.18;9302315
778938;122093.7;9302316
778939;102491.19;9302317
778995;614687.45;9302318
779975;10200.0;9302319
79715;1.0;9302320
80011;30400.0;9302321
80034;1.0;9302322
80037;1.0;9302323
80040;1.0;9302324
80045;1.0;9302325
80046;1.0;9302326
80047;1.0;9302327
80052;1220216.54;9302329
80054;1.0;9302330
80055;1.0;9302331
80061;1.0;9302332
80064;1.0;9302333
80065;1.0;9302334
80071;1.0;9302335
80074;561931.44;9302336
80077;1.0;9302337
80084;1.0;9302340
80088;1.0;9302342
80089;1.005;9302343
80120;1.0;9302350
80122;1.0;9302351
80124;1.0;9302352
80125;1.0;9302353
80126;1.0;9302354
80128;1.0;9302355
80129;1.0;9302356
80130;1.002;9302357
80132;1.001711;9302358
80135;1.0;9302360
80140;1.0;9302362
80142;1.0;9302363
80159;5700.0;9302367
80168;1.005;9302368
80171;1.0;9302370
80172;1.0;9302371
80184;1.001711;9302372
80191;1.0;9302374
80197;1.007;9302375
80203;1.0;9302376
80217;1.001711;9302377
80221;1.0;9302378
80236;1.005;9302380
80237;1.0;9302381
80244;1200.0;9302382
80252;1.0;9302385
80254;1.0;9302386
80258;1.0034;9302387
80259;1.0;9302388
80269;1.0;9302391
80270;33500.0;9302392
80275;1.0;9302393
80277;1.0;9302394
80279;1.0;9302395
80296;1.0;9302397
80300;1.0;9302398
80314;1.005;9302399
80316;1.0;9302400
80335;1.0;9302401
80336;156742.9;9302402
80337;1.0;9302403
80338;1.0;9302404
80339;1.0;9302405
80340;1.0;9302406
80352;1.0;9302407
80359;8500.0;9302408
80368;1.005;9302409
80372;1.0;9302410
80384;1.005;9302411
80387;1.005;9302412
80389;1.0;9302413
80391;1.0;9302414
80394;1.0;9302415
80399;1.0;9302416
80406;1.0;9302417
80407;1.007;9302418
80409;1.0;9302419
80410;1.0;9302420
80411;1.0;9302421
80412;1.0;9302422
80418;1.0;9302423
80419;1.0;9302424
80430;1.0;9302425
80431;1.0;9302426
80433;1.008;9302427
80435;1.0;9302428
80436;1.0;9302429
80438;1.0;9302430
80444;1.0;9302431
80445;1.0;9302432
80446;16800.0;9302433
80453;1.005;9302435
80458;1.0;9302436
80459;1.0;9302437
80464;1.0;9302440
80470;1.0;9302442
80474;1.0;9302443
80481;200.007;9302445
80482;27100.0;9302446
80494;1.0;9302448
80495;1.0;9302449
80497;1.0;9302451
80503;1.0;9302453
80506;1.0;9302454
80507;1.0;9302455
80508;1.0;9302456
80513;127075.43;9302457
80522;175159.49;9302458
80525;1.0;9302459
80528;1.0;9302460
80529;1.0;9302461
80535;1.0;9302462
80541;1.005;9302463
80544;78400.0;9302465
80545;1.0;9302466
80550;1.0;9302467
80551;1.0;9302468
80562;1.0;9302470
80565;1.0;9302471
80569;1.0;9302472
80576;1.0;9302473
80577;1.0;9302474
80579;1.0;9302475
80582;1.0;9302476
80585;593668.59;9302477
80589;1.0;9302478
80590;1.0;9302479
80591;1.0;9302480
80595;1.0;9302481
80603;76361.26;9302482
80613;1.0;9302483
80616;1.0;9302484
80626;1.0;9302485
80633;115635.51;9302486
80653;1.0;9302487
80658;20133.46;9302488
80712;127297.465;9302489
80719;1.0;9302490
80720;42000.0;9302491
80721;1.0;9302492
80722;1.0;9302493
80723;1.0;9302494
80728;1.0;9302495
80729;1.0;9302496
80730;1.0;9302497
80732;1.0;9302498
80739;1.0;9302500
80742;1.0;9302501
80747;1.0;9302502
80766;48200.0;9302503
80768;1.005;9302504
80770;22200.0;9302505
80774;1.0;9302506
80777;1.0;9302507
80779;1.0;9302508
80782;1.0;9302509
80783;1.0;9302510
80787;1.0;9302511
80792;1.0;9302512
80793;1.0;9302513
80794;1.0;9302514
80797;1.0;9302515
80801;1.0;9302516
80805;1.0;9302517
80808;1.0;9302518
80809;1.0;9302519
80810;1.0;9302520
80828;1.0;9302521
80829;1.0;9302522
80832;1.0;9302523
80836;1.005;9302525
80845;1.0;9302526
80847;10900.0;9302527
80850;1.0;9302528
80851;1.005;9302529
80856;1.0;9302531
80858;1.0;9302532
80867;1.0;9302533
80868;1.0;9302534
80871;1.0;9302535
80881;1.0;9302536
80888;1.0;9302537
80891;1.005;9302538
80893;1.0;9302539
80894;1.0;9302540
80896;1.0;9302541
80909;17400.0;9302542
80918;51750.98;9302543
80924;1.0;9302544
80926;1.0;9302545
80927;1.0;9302546
80930;1.0;9302547
80939;292914.07;9302548
80951;1.0;9302549
80955;1.0;9302550
80969;1.0;9302551
80974;1.0;9302552
80979;1.0;9302553
80980;1.0;9302554
80984;1.0;9302555
80985;1.005;9302556
80986;1.005;9302557
80987;1.0;9302558
80996;1.0;9302561
81000;1.0;9302562
81002;1.0;9302563
81004;1.0;9302564
81005;1.0;9302565
81011;1.0;9302566
81012;1.0;9302567
81014;1.0;9302568
81015;1.0;9302569
81028;1.0;9302570
81038;1.0;9302571
81039;1.0;9302572
81045;235245.14;9302573
81053;1.0;9302575
81055;1.0;9302577
81060;1.0;9302578
81062;1200.0;9302579
81063;1.0;9302580
81066;1.0;9302581
81069;1.0;9302582
81074;1.0;9302583
81075;1.0;9302584
81076;1.0;9302585
81078;1.0;9302586
81080;3200.0;9302587
81086;1.0;9302588
81105;122236.527;9302589
81106;1.0;9302590
81107;1.0;9302591
81110;1.0;9302592
81114;1.0;9302593
81115;1.0;9302594
81120;1.0;9302595
81131;1.0;9302596
81132;1.0;9302597
81133;1.0;9302598
81137;1.0;9302599
81143;1.0;9302600
81146;1.007;9302601
81147;1.005;9302602
81148;1.008679;9302603
81151;1.0;9302605
81152;1.0;9302606
81159;499976.285;9302607
81164;1.0;9302608
81166;2436.96;9302609
81167;929.84;9302610
81169;1.00123;9302611
81170;1.0;9302612
81174;992915.34;9302615
81175;11200.0;9302616
81182;92200.005;9302617
81184;1.0;9302618
81188;1.005;9302619
81194;1.0;9302620
81195;1.0;9302621
81197;1.0;9302622
81200;1.0;9302623
81208;28100.0;9302625
81212;1.0;9302626
81213;1.0;9302627
81214;1.0;9302628
81215;1.0;9302629
81217;1.0;9302630
81233;1.0;9302633
81244;1.0;9302634
81253;1.0;9302635
81255;1.0;9302636
81256;5600.0;9302637
81257;576499.42;9302638
81259;517953.87;9302639
81264;1.0;9302640
81273;1.005;9302641
81274;1.0;9302642
81275;1.0;9302643
81277;1.0;9302644
81278;1.0;9302645
81279;1.0;9302646
81285;1.0;9302647
81297;1.005;9302649
81298;1.0;9302650
81299;1.0;9302651
81308;1.0;9302653
81311;1.0;9302654
81312;1.0;9302655
81315;1.0;9302656
81317;1.0;9302657
81323;1.0;9302659
81330;1.0;9302660
81339;1.0;9302662
81342;17300.0;9302663
81347;1.0;9302664
81353;1.0;9302665
81354;462896.81;9302666
81364;4900.0;9302668
81369;1.005;9302669
81371;1.0;9302670
81373;1.0;9302671
81375;1.0;9302672
81377;1.0;9302673
81382;1.0;9302674
81384;1.0;9302675
81386;1.0;9302676
81387;1.0;9302677
81403;199889.62;9302678
81405;1.0;9302679
81409;1.0;9302680
81414;1.0;9302681
81419;1.0;9302682
81420;1.0;9302683
81446;1.0;9302684
81449;1.0;9302685
81450;1.0;9302686
81454;1.0;9302687
81460;1.0;9302688
81461;1.0;9302689
81462;260524.5;9302690
81467;1.0;9302691
81472;1.0;9302692
81474;1.0;9302693
81480;130600.0;9302694
81482;1.0;9302696
81483;1.0;9302697
81497;1.0;9302700
81502;434917.73;9302701
81503;1.0;9302702
81508;1.0;9302703
81509;1.0;9302704
81511;27500.0;9302705
81515;1.0;9302706
81516;1.0;9302707
81518;1.0;9302708
81521;1.0;9302710
81522;1.0;9302711
81523;1.0;9302712
81527;3200.0;9302713
81529;1.0;9302714
81535;1.0;9302717
81538;1.005;9302718
81543;1.0;9302719
81548;176225.09;9302720
81552;1.0;9302721
81553;1.0;9302722
81554;1.0;9302723
81559;189870.52;9302725
81565;1.0;9302726
81581;1.0;9302727
81582;1.0;9302728
81583;1.0;9302729
81584;1.0;9302730
81587;1.0;9302731
81590;1.0;9302732
81596;1.0;9302733
81601;1.0;9302734
81619;1.0;9302735
81620;1.0;9302736
81623;122267.49;9302737
81627;1.0;9302738
81635;1.0;9302739
81636;1.0;9302740
81644;1.0;9302741
81648;1.0;9302743
81667;1.0;9302744
81668;1.0;9302745
81694;10200.0;9302746
81695;1.0;9302747
81698;1.0;9302748
81703;1.0;9302750
81704;1.0;9302751
81708;73700.005;9302752
81710;205522.28;9302753
81714;1.0;9302754
81716;1.0;9302755
81719;1.0;9302756
81723;1.0;9302757
81730;1.0;9302758
81741;1.0;9302759
81744;1.0;9302760
81745;1.0;9302761
81749;1.0;9302762
81750;1.0;9302763
81751;1.0;9302764
81752;168538.33;9302765
81756;1.0;9302766
81761;1.0;9302767
81762;1.0;9302768
81765;1.0;9302769
81772;1.007;9302770
81773;1.005;9302771
81777;1.0;9302774
81778;1.0;9302775
81779;1.005;9302776
81780;1.0;9302777
81786;1.0;9302778
81791;1.0;9302780
81792;1.0;9302781
81793;20300.0;9302782
81795;1.0;9302783
81799;1.0;9302784
81805;1.0;9302786
81814;1.0;9302787
81828;1.0;9302790
81830;1.0;9302791
81834;1.0;9302792
81835;310900.0;9302793
81841;1.00549;9302795
81842;1.0;9302796
81848;1.0;9302797
81854;1.0;9302799
81858;1.0;9302800
81865;1.0;9302802
81868;1.0;9302803
81871;1.0;9302804
81873;1.0;9302805
81874;1.0;9302806
81875;1.0;9302807
81878;1.0;9302809
81885;1.0;9302810
81892;1.0;9302811
81894;1.0;9302812
81897;1.0;9302813
81899;1.0;9302815
81903;1.0;9302816
81915;131307.86;9302817
81931;1.0;9302818
81932;1.0;9302819
81941;1.0;9302820
81943;1.0;9302821
81957;1.0;9302822
81958;1.0036;9302823
81961;1.0;9302824
81963;73018.87;9302825
81964;1.0;9302826
81966;1.0;9302827
81971;1.0;9302828
81973;1.0;9302829
81976;1.0;9302830
81984;1.0;9302831
81988;1.0;9302832
81990;1.0;9302833
81991;1.0;9302834
81992;1.0;9302835
81993;1.0;9302836
81994;1.0;9302837
81995;1.0;9302838
81998;1.0;9302839
82004;1.0;9302840
82008;1.0;9302841
82009;1.0;9302842
82010;1.0;9302843
82013;1.0;9302844
82016;1.0;9302845
82020;1.0;9302846
82021;1.0;9302847
82033;1.0;9302848
82034;1.005;9302849
82038;1.0;9302852
82039;1.0;9302853
82046;1.0;9302854
82055;1.0;9302856
82056;1.0;9302857
82061;1.0;9302859
82062;24000.0;9302860
82078;1.0;9302862
82079;1.0;9302863
82080;1.0;9302864
82083;1.0;9302865
82086;1.0;9302866
82089;1.0;9302867
82093;1.0;9302868
82097;1.0;9302869
82126;1.0;9302870
82127;1.0;9302871
82128;1.0;9302872
82130;1.0;9302873
82148;1.0;9302875
82150;1.0;9302876
82151;1.0;9302877
82155;1.0;9302878
82156;1.0;9302879
82161;1.0;9302880
82162;1.0;9302881
82163;1.0;9302882
82167;43272.14;9302883
82171;1.0;9302884
82181;1.0;9302886
82183;1.0;9302887
82186;1.0;9302889
82189;1.0;9302891
82190;1.005;9302892
82191;1.0;9302893
82192;1.0;9302894
82194;1.005;9302895
82195;1.0;9302896
82197;1.0;9302897
82199;1.0;9302898
82204;1.0;9302900
82206;1.0;9302901
82215;1.0;9302902
82237;1.0;9302903
82239;1.0;9302904
82257;279108.11;9302905
82307;252685.12;9302906
82424;19200.0;9302909
82443;305932.93;9302910
82477;1263355.92;9302911
82489;1280028.17;9302912
82508;26400.0;9302913
82554;1.0;9302914
82585;235778.28;9302915
82596;56200.0;9302916
82628;3900.0;9302917
82634;55629.33;9302918
82635;57680.49;9302919
82636;5200.0;9302920
82677;36600.0;9302921
82682;164596.61;9302922
82684;64500.0;9302923
82693;466417.58;9302924
82694;702476.59;9302925
82696;515227.41;9302926
82709;4600.0;9302927
82734;4600.0;9302928
82741;172718.37;9302929
82812;223871.06;9302931
82814;120268.39;9302932
82829;29435.53;9302933
82831;12100.0;9302934
82836;461293.91;9302935
82879;1300.0;9302936
82907;11700.0;9302937
83069;246489.05;9302938
83071;239700.0;9302939
83073;6200.005;9302940
83080;800.0;9302941
83101;8400.0;9302942
83191;746887.93;9302943
83262;162607.14;9302944
83297;72411.05;9302945
83323;700.0;9302946
83324;1000.0;9302947
83326;700.0;9302949
83633;14300.0;9302951
83637;1.0;9302952
83652;26200.0;9302953
83870;1.0;9302956
83948;13000.0;9302957
83964;304128.48;9302958
4775215;256957.621712;9301001
4775216;257950.42;9301002
4775217;257950.42;9301003
4676717;470526.62;9301005
4775218;257950.42;9301006
4775219;256957.62;9301007
4775220;376564.15;9301008
4775221;257892.92;9301009
4775222;257996.71;9301010
4775223;257001.84;9301011
4775225;257994.53;9301013
4775226;257994.53;9301014
4775227;372734.93;9301015
4775228;257686.12;9301016
4775230;253364.73;9301018
4775231;256831.15;9301019
4775232;257819.23;9301020
184834;206501.46;9301022
4775234;257922.85;9301023
4775236;359714.28;9301025
4775237;249633.65;9301026
4775238;252278.34;9301027
4775240;253478.85;9301028
4775241;249502.66;9301029
4775242;260932.46;9301030
4775243;251372.58;9301031
4775244;251307.96;9301032
4679185;121108.87;9301033
4676718;885639.54;9301034
4775405;54700.0;9301035
4679203;103198.02;9301036
4679947;233839.07;9301037
583041;145742.19;9301038
878079;211634.85;9301039
777115;70877.74;9301041
777116;72229.47;9301042
284165;195102.68;9301043
480540;265788.19;9301044
4678000;36018.88;9301045
4678925;78231.55;9301046
879886;307196.895;9301047
4775808;312415.37;9301049
4775809;199560.45;9301050
4775404;239758.06;9301051
4775407;234804.24;9301052
4775410;234829.83;9301053
4775412;234716.7;9301054
4775416;234848.83;9301055
4775417;234726.35;9301056
4775418;234727.91;9301057
535120;436102.755;9301058
4775825;97007.14;9301059
4775826;97007.14;9301060
4775827;97007.14;9301061
4775822;92837.91;9301062
4775823;91502.22;9301063
4775450;97007.14;9301064
4775451;97007.14;9301065
4775810;97007.14;9301067
4775811;97007.14;9301068
4775812;97007.14;9301069
4775829;97007.14;9301070
4775831;97007.14;9301072
4775832;97007.14;9301073
4775837;97007.14;9301074
4775838;97007.14;9301075
4775839;97007.14;9301076
4775840;97007.14;9301077
4775555;97007.14;9301078
4775556;97007.14;9301079
4775557;97007.14;9301080
4775558;101512.98;9301081
4775559;498409.89;9301082
4775560;97007.14;9301083
4775814;89430.57;9301084
4775561;91574.15;9301086
4775562;93928.8;9301087
4775563;91651.73;9301088
4678924;81865.31;9301089
4775813;88603.2;9301090
4678926;78231.55;9301091
4678927;78231.55;9301092
4679876;102784.34;9301093
778224;475488.75;9301094
4775185;113324.4;9301095
4775239;24954.32;9301096
4775554;230167.88;9301097
4676518;291780.46;9301098
4679474;64285.52;9301099
675244;38237.55;9301100
876330;151471.7;9301101
4775413;234811.67;9301102
4775411;234873.95;9301103
283582;89062.47;9301104
4678043;80909.85;9301105
4678044;85481.49;9301106
4678061;62820.1;9301107
4678095;97384.57;9301108
4678101;74718.79;9301109
4678102;74553.32;9301110
4678035;68232.8;9301111
4678036;68021.95;9301112
4678037;67978.51;9301113
4678038;61667.18;9301114
4678039;68505.45;9301115
4676992;227451.06;9301116
879601;493462.25;9301117
4678041;67864.56;9301118
4678042;64369.05;9301119
4678045;77800.04;9301120
4678047;81331.15;9301121
4678048;78266.03;9301122
4678049;77294.91;9301123
4678050;91216.38;9301124
4678051;77822.49;9301125
4678052;85674.27;9301126
4678053;85674.27;9301127
4678055;84118.79;9301129
4678056;83267.5;9301130
4678057;79674.4;9301131
4678058;88095.41;9301132
4678062;66686.27;9301133
4678063;66623.235;9301134
4678064;66623.23;9301135
4678065;66563.8;9301136
4678066;66496.36;9301137
4678067;66436.38;9301138
676460;241599.98;9301139
4678071;66186.44;9301140
4678072;66124.89;9301141
4678073;63742.55;9301142
4678074;67891.86;9301143
4678075;77896.94;9301144
4676076;15106.25;9301145
4678078;75652.79;9301146
4678081;79817.595;9301147
4678082;76973.4;9301148
4678083;76107.04;9301149
4678084;91704.0;9301150
4678090;75935.05;9301152
4678086;75651.7;9301153
4678088;73329.85;9301155
4678089;76899.16;9301156
4678091;72477.26;9301157
4678092;74471.04;9301158
4678093;15800.0046;9301159
4678097;80298.23;9301162
4678098;77480.45;9301163
4678103;74387.43;9301165
4678104;73262.218;9301166
878349;228147.66;9301167
4676511;255860.8;9301168
4679983;94706.57;9301169
879512;129958.52;9301171
4679276;95026.48;9301172
879507;144528.68;9301174
777076;240441.73;9301175
879498;157240.585;9301176
879497;160170.67;9301177
879501;1032902.01;9301178
879503;136335.61;9301179
879515;490113.84;9301180
4676194;15106.25;9301181
4678609;240150.42;9301183
777184;785280.42;9301185
678819;534359.51;9301186
4677862;101602.19;9301188
775061;273493.38;9301189
4679188;123155.0226;9301190
4775365;30719.56;9301191
4775366;30923.59;9301192
879519;378792.41;9301193
879921;944571.0;9301194
879234;9900.0;9301195
879235;5700.0;9301196
4676037;15106.25;9301197
4775428;99515.85;9301198
4675138;837777.31;9301199
4678663;33967.25;9301200
775480;437238.12;9301201
4775245;590318.74;9301202
483533;44170.985;9301203
4679176;136378.51;9301204
4679177;131478.22;9301205
4679179;124930.72;9301207
4679180;123208.39;9301208
4679181;122481.07;9301209
4679183;125645.475;9301210
4679186;118257.51;9301211
4679189;124710.43;9301212
4679190;137863.235;9301213
4679194;92368.78;9301214
4679195;78315.63;9301215
4679197;90835.58;9301216
4679199;100407.39;9301218
4679200;103537.14;9301219
4679201;93259.65;9301220
4679202;110245.64;9301221
4679205;104794.89;9301222
4679206;117441.11;9301223
4679207;110764.69;9301224
4679211;116281.9;9301225
4679212;103956.36;9301226
4679213;109968.49;9301227
4679214;103856.9;9301228
4679216;147064.52;9301229
4679217;128062.77;9301230
4679218;112009.46;9301231
4679219;109162.41;9301232
4679220;117362.9573;9301233
4679221;84740.18;9301234
4679222;89766.74;9301235
4679224;94126.37;9301236
4679225;116147.01;9301237
4679226;119747.06;9301238
4679227;99673.55;9301239
4679228;99118.79;9301240
4679229;96595.53;9301241
4679231;95426.02;9301242
284096;274069.2;9301243
4679233;90675.54;9301244
4679234;91611.5941;9301245
4679235;92402.18;9301246
4679236;128856.8;9301247
4679238;94781.75;9301249
4679239;94781.75;9301250
4679242;88366.43;9301251
4679244;79444.5;9301252
4679245;83800.7;9301253
4679246;84715.19;9301254
4679247;85645.93;9301255
4679249;87703.06;9301257
4679251;85445.69;9301258
4679253;80381.02;9301260
4679254;88784.05;9301261
4679255;90125.53;9301262
4676077;15106.25;9301263
4679257;86273.29;9301264
4679258;87631.365;9301265
4679259;88989.38;9301266
4679261;89205.24;9301268
4679262;87499.94;9301269
4679263;86129.79;9301270
4679264;84760.13;9301271
4679266;97133.315;9301273
4679267;97061.22;9301274
4679268;92103.01;9301275
4679412;14979.46;9301277
4679411;14979.46;9301278
4775564;90944.58;9301279
876630;421604.41;9301280
4677061;152517.91;9301281
4678577;63282.44;9301282
4677062;150337.26;9301283
4677063;87661.4;9301284
4677064;88010.5;9301285
4677065;88010.5;9301286
4677066;88010.5;9301287
4677067;117347.35;9301288
4677069;88339.74;9301290
4677070;321907.35;9301291
4677072;88211.83;9301292
4677075;87635.09;9301293
4677076;88010.5;9301294
4677077;88010.5;9301295
4677078;88010.5;9301296
4677079;329471.51;9301297
4677080;117347.35;9301298
878113;160768.63;9301299
775990;16264.54;9301300
878105;354165.96;9301301
679193;284565.33;9301303
876682;95704.44;9301304
184979;168526.59;9301306
534705;17406.52;9301307
4677114;88010.5;9301308
4677171;117347.35;9301309
4677159;117347.35;9301311
4677158;552212.56;9301312
4677157;26700.0;9301313
