padron,valuacion
678366,27613.78
875473,210832.77
877342,825438.45
877343,530179.09
80934,526909.49
677528,77387.36
876853,19526.61
876854,19526.61
876855,19526.61
777793,49228.63
581304,252499.68
184840,340122.05
677503,77387.36
384720,313273.39
482570,136498.32
482569,107140.34
480433,607604.67
677704,220227.04
876892,2058946.71
676319,216458.08
381122,85367.95
779240,449568.05
779742,394228.62
283636,116464.7
384147,218247.59
81355,101309.33
483487,64148.71
481868,354994.68
779018,139250.39
82589,157789.7
483523,126774.4
877028,379893.96
481412,18440.27
481413,97399.78
679776,105658.37
380258,291420.34
675307,267580.21
184684,112569.63
184685,237709.79
384421,217524.49
380117,50814.06
382807,232138.76
580846,140134.19
481977,352189.45
580847,189936.08
384864,223999.47
384670,141552.38
383746,20100.0
482370,335380.61
877417,407731.97
877212,345408.73
679749,212118.48
481772,557093.9
778296,1051642.96
679487,50587.22
679488,190247.02
679489,121201.6
580770,53091.52
383612,238345.21
383613,37823.94
875667,72631.58
877460,392518.72
876145,599696.68
481299,198048.74
777300,18600.0
480851,96281.62
875754,87084.47
778134,275221.46
776694,269794.97
383663,102180.51
876077,386332.42
777083,334009.71
777993,87652.55
482693,215246.41
580296,790175.45
580297,218007.78
580298,137184.62
580165,402764.18
679277,43393.57
383125,865505.54
675505,368438.33
183848,403269.13
383463,166369.61
480261,182949.23
876886,15925.69
679548,366597.84
777119,70008.73
283382,503772.06
283380,399778.25
876049,37618.44
84064,18139.3
384905,82269.17
581043,185551.29
581536,61170.66
876401,482977.89
582229,554461.52
678802,268354.33
484482,221518.4
81886,796985.29
677682,128210.38
877321,1440018.54
183849,452090.25
679583,280380.83
483122,274103.31
877843,1499134.0
875226,101390.34
679449,297557.49
877921,1395914.43
484318,94469.88
482990,39617.82
280860,454605.023
877042,1159046.0
675325,44716.06
280012,75276.26
876999,765901.54
480479,40899.56
480480,40793.41
677581,811779.76
675036,195864.63
380351,125918.75
484273,120182.32
583495,174512.42
581313,168272.06
777674,24286.92
581095,214266.71
284196,63030.81
875364,342004.62
875365,253297.05
777161,263827.0
778146,10400.0
876846,31982.75
483559,234287.6
580762,400629.91
582216,233136.27
877811,219613.53
484935,314364.72
777205,41500.8
676085,104580.23
777190,61719.68
777165,349128.75
777168,42128.85
777764,96141.43
677862,65573.33
777137,70852.09
677866,171663.04
677867,51615.79
183987,10300.0
777164,44732.28
777098,71329.99
481280,56944.77
678512,90354.81
483267,385173.14
481457,178837.8
482522,239840.99
675112,27075.09
675231,73997.08
875361,132953.15
480607,112856.53
480606,92012.53
675075,159312.04
484923,28000.0
876226,2083950.27
484919,141051.1
778808,50633.38
778809,50134.39
676553,56388.58
676272,185801.8
676401,196634.29
875385,272705.97
676435,43377.6
284958,312987.97
384541,47886.64
675866,119786.64
675451,358807.63
382963,167565.05
675450,64193.92
675869,119786.64
679107,251240.47
580496,350064.8
876126,725980.17
383772,222685.4
83300,79312.82
678326,193323.58
876882,137996.29
679274,110171.76
382315,122205.4
777457,62997.73
80714,13187.56
778421,811127.03
382497,254781.12
876013,180490.49
583145,83781.85
580183,342084.86
776393,64916.97
779000,536200.95
778999,380099.29
676504,105984.73
677144,79643.37
675415,293314.32
676742,130326.0
877047,1047129.25
484600,145697.71
381022,34072.87
677529,77387.36
480817,348944.39
677541,482565.13
380646,195235.6
483486,460756.43
875735,168354.5
676520,407684.66
677306,27383.84
877186,824499.4
679857,171850.92
877833,19148526.58
877835,45200.0
877834,46600.0
877842,151200.0
877511,74920.07
877510,52554.86
877914,372633.65
875726,357113.77
877660,1637342.97
775810,31029.64
582327,47478.74
480477,72204.01
480468,160902.75
676734,91521.54
676041,16641.41
580420,620326.75
481883,465578.47
677851,155276.98
677853,92634.89
778565,92893.05
877353,87376.06
778814,206921.24
380079,279609.25
283904,319181.99
877472,1922365.46
382802,59140.01
777203,43403.36
877198,807864.14
283068,323253.88
382471,331038.62
676372,150643.8
877209,274564.17
677570,95474.65
777471,32172.69
481298,21812.16
580816,28979.35
677202,89680.74
877943,530126.03
676987,74499.9
382800,118294.18
382771,35100.0
583429,84741.29
676993,22263.0
582468,187862.9
582466,85924.12
877941,1443932.16
284816,84552.49
676622,39442.77
675771,274253.68
483580,102755.28
283448,183603.4
583261,146658.82
675387,312999.36
181001,720910.04
877485,582328.93
581331,276036.23
581330,142532.05
283461,40834.1
676000,50174.25
776029,11254.17
778668,48830.65
679956,97967.6
383568,181255.71
875650,243398.69
677537,390881.66
678666,164348.65
284295,137977.89
284384,234717.83
676205,245273.44
483143,333903.52
284118,180878.19
282854,230271.92
481985,226317.38
677850,155562.98
679770,80501.62
877049,2832912.14
679883,78370.83
383514,234317.73
877907,515361.4
482700,101401.53
581737,34609.75
380276,387623.99
481371,33818.3
384642,155864.22
480779,82574.98
484306,178984.88
282849,498930.69
80491,48900.0
677166,156223.2
283044,256687.81
775002,132187.14
583280,143472.81
679064,56730.51
875752,550448.25
481970,334699.86
679895,146477.82
877354,87376.06
382368,187755.8
777549,53140.36
677838,47828.18
677590,220289.69
877480,283673.88
675205,37288.56
679637,266372.02
679087,537565.06
776782,166080.7
877416,173096.7
480808,43444.3
877036,150300.79
380507,126888.05
877352,87376.16
676237,44162.5
380615,47537.23
581219,144825.6
580697,148495.25
484447,152489.41
876282,131057.75
678489,67551.18
677842,23649.45
678575,76346.73
281759,261223.29
679165,461601.09
677856,35081.71
677040,71220.55
80641,147760.59
678358,177634.05
675772,39152.05
580705,43906.18
384477,89591.92
877500,299626.21
582218,151678.36
877821,1667593.33
580052,169603.29
381852,202935.96
184897,45227.53
184898,44025.57
184896,48258.21
482614,42560.526694
877207,696366.23
775785,15900.0
877208,850668.22
80636,215082.53
480196,504845.05
384230,287003.99
384401,65266.2
283880,204046.78
581421,188027.86
581420,114842.19
380555,20400.0
480200,47028.13
580968,66645.15
284847,52348.73
775064,39462.011899
775063,76695.758
777228,106830.36
484693,17097.11
583287,147285.35
876172,392237.0
677711,193531.44
876162,159915.1
380049,182988.19
282870,279395.25
382381,174617.67
384470,195344.35
678497,220917.29
481300,23845.17
384374,332176.82
380179,115358.55
382056,129229.75
382057,163688.89
380515,278937.72
383661,346793.25
482917,235446.34
581341,36436.36
483420,167275.87
480828,92191.58
82888,57913.53
481766,286613.06
284951,180111.17
580362,124841.24
483198,60502.5
282173,47800.0
484310,128467.21
481338,65370.63
282801,54793.94
184894,45227.53
184895,48258.21
483558,128841.76
677878,28062.5
778119,351978.77
583291,156318.97
382501,227017.33
678631,16600.0
679495,108514.2
280811,428999.09
580683,77699.23
679650,459404.84
877473,204882.6
676131,588422.45
282157,232320.69
184883,202352.5
481305,41394.37
83666,157700.0
583074,13700.0
675083,199052.62
676964,96356.18
775689,1336659.05
380637,468083.37
678269,165305.2
779079,66704.3
382302,331985.7
675616,814025.2
383465,200295.59
184829,254050.7
675855,676005.83
184921,51567.56
284648,193213.51
283978,229984.84
383903,283721.77
676066,578205.01
380323,18975.6
280743,202821.11
384269,18100.0
583384,39614.54
583379,46154.36
380500,46169.72
380501,45149.5
677049,87495.25
380353,131406.21
381749,59839.88
280740,262477.64
778426,363885.71
581117,182500.16
583364,97841.74
81471,248995.62
876550,727851.11
484327,123070.32
484448,198618.73
676825,212712.33
82316,293782.9
282989,51113.09
484441,140515.42
581045,282767.15
484467,111761.35
778755,49243.93
876589,248093.21
877744,1208389.29
582345,300873.77
581093,329347.13
675181,56552.02799
583257,124967.77
877050,134593.42
877051,782172.71
877474,204824.18
676685,88022.54
380502,320738.69
875756,426954.96
676300,16070.86
676299,39918.48
676977,30203.39
876161,227465.67
776209,178391.54
583315,56549.05
382041,643451.76
384432,220672.79
777756,114689.33
777757,70002.97
484667,17715.6
483342,33167.21
875205,117344.95
384018,51660.25
480617,40376.54
483513,321098.78
483512,151386.38
778215,103574.75
877270,90084.55
876095,750298.88
482657,120154.34
480312,309618.08
580682,111290.42
81262,118651.56
676428,37108.61
580542,717215.77
678625,401559.82
182559,16048.73
182560,17979.28
182562,17242.39
182563,28159.1
182564,17821.16
483477,113318.35
82313,352539.9752
778297,799784.55
676883,103325.12
484698,53272.92
80675,97202.67
678807,103850.9637
679512,38792.66
384690,30638.73
483895,30568.36
676160,76127.65
876714,59200.0
876915,1323903.35
80578,26343.28
480401,296888.96
776635,152109.37
181460,101527.98
483896,24038.68
676814,183724.28
580749,304329.17
481102,52802.83
381918,64372.12
480260,56118.07
581072,217791.83
675476,121096.1
382134,184535.12
776079,43228.79
776015,45976.9
184312,340890.84
383599,221179.24
778602,90825.52
676824,105346.08
480548,28968.6
382500,222242.74
382499,100181.96
484375,179064.32
484438,133209.56
484376,159028.62
484343,114211.2
484433,80945.72
484334,287880.5
381951,308385.991899
580740,106419.88
580036,149684.7
677673,293132.06
483376,250759.0
380185,215042.83
875397,678761.52
875270,108227.75
679626,434317.7
484442,221192.82
777247,12101.91
877698,105979.98
877191,2075511.23
484436,153246.2537
675340,58575.41
877955,548828.06
483199,26025.99
676135,108697.81
481123,18938.77
483259,219335.21
581392,223590.17
581049,175000.13
383487,223650.89
380468,268475.94
283895,134216.94
481323,88706.81
481317,41285.44
876694,170085.05
876720,155438.3
876016,101783.26
876018,113142.96
876022,106540.02
481289,35745.71
777121,269596.8
482669,89012.78
482720,111382.31
383536,228000.74
82321,649173.78
678150,68916.16
678151,270367.29
84081,225049.49
675799,131013.13
877832,202285.6
877932,301083.8
877936,322440.01
281729,144632.74
876406,234874.41
284083,122496.85
877185,638578.01
580029,129457.44
676564,133976.73
676565,523926.25
483200,59431.28
677600,156228.93
380399,18400.0
483273,170885.95
484387,195161.8621
675441,126215.43
284328,289729.97
877800,506367.14
281749,32731.88
877404,23300.0
678312,255795.47
876350,30697.92
80724,287006.62
877749,583845.76
676586,30575.22
776307,55407.02
480519,78226.43
878051,76400.0
878050,50082.72
482615,38313.49
482616,38313.49
876244,799564.32
481393,86400.59
283020,59641.69
83398,599609.46
380496,211546.34
480562,198975.68
381547,127644.65
482483,121753.08
582667,183266.37
581583,203705.15
382535,245917.74
281771,189334.517
381010,17287.1
582018,111118.18
582019,18440.27
581724,160340.88
581543,187721.32
679940,142845.07
481117,232309.95
877184,1133372.29
580875,171262.87
778707,49386.39
384085,184341.3
777803,50919.63
876030,42709.74
382330,314034.83
582470,93225.01
675544,93845.1
676560,639336.1
876936,18000.0
182453,159131.36
877815,149363.87
877816,134774.99
484339,225911.49
581111,211148.96
284156,188350.78
675792,43263.48
877486,8979408.32
878272,173278.93
482654,163699.75
675110,76035.06
877503,423000.92
877502,209397.64
581626,320433.46
677067,29407.36
675785,81485.55
580054,132707.51
83358,111117.24
582316,182570.73
484437,144594.69
779170,1167287.43
482335,45221.271853
482913,51878.37
482914,177039.15
483369,159737.08
677986,420920.16
582471,16763.9
676137,139780.29
876385,358167.02
580311,941033.92
876046,225735.15
677432,54317.27
580363,108630.12
580579,30129.56
182750,107004.77
182753,96033.32
83436,113200.2
482537,59030.63
83290,14642.27
83306,38100.09
777097,64132.69
777181,44066.22
284822,265462.49
778225,1103519.72
778516,1116984.56
875177,44386.82
580945,235024.58
383394,222108.17
382361,258058.68
678816,16000.0
678474,125562.23
678481,56726.1
675073,278794.83
481036,69290.24
384562,183230.04
380094,80553.55
775848,381981.08
480458,209229.48
877462,394990.67
380054,250025.84
876256,108052.88
675108,77148.53
679754,63183.84
876175,537917.11
876056,739475.94
675851,108675.59
484452,172128.97
484374,203759.77
383393,279786.51
184973,335194.96
678097,40951.89
580857,241447.65
482658,133149.78
779012,382678.63
482492,189138.56
284492,132099.4
283867,33688.379
876186,409266.0
675932,232099.75
875306,424531.26
875302,498256.27
875301,428497.6
875297,420570.22
875296,492515.15
875293,99208.85
875292,390359.57
676493,162490.74
776655,371117.35
677279,46055.19
676490,54261.09
676491,54261.09
484365,133526.33
81900,470519.18
676877,2590313.67
877484,272328.07
383338,365088.85
877820,926239.29
876623,599955.68
875247,91392.58
676336,32057.94
483107,250375.45
483524,42173.59
676492,74493.48
875671,97576.08
875660,29273.77
875661,27716.75
875662,27640.83
675690,284765.51
676677,123887.01
678401,652367.43
481253,123323.87
675282,85562.62
876878,19526.6198
83139,48159.88
876004,22979.75
580936,205452.19
676072,15700.005
677180,1210423.86
677176,420316.0
580708,251286.16
580892,59886.91
184951,204677.29
184978,143137.17
283451,70787.92
283450,25410.72
777745,38427.28
778150,123633.82
481377,110725.41
480977,35890.66
380923,219100.0
580670,58839.74
676519,106247.34
581723,79526.1
382338,43869.65
382339,37433.79
580737,128959.88
776586,54487.45
283965,404637.75
876235,2028119.51
581553,121485.1
282970,15700.0
678095,77140.75
482766,58976.53
778005,99466.78
484112,54448.47
180966,312984.04
284368,222650.49
875645,105126.44
875646,105126.44
875647,105310.25
875668,97576.08
875670,97576.08
678324,36436.36
678283,30844.67
678170,26897.04
678171,23889.55
678172,31578.84
678173,25957.6
776037,83763.34
180674,96932.73
180827,11800.0
181458,117866.23
183297,409140.78
184591,24100.0
877935,282920.11
877662,120017.79
677449,62002.18
679769,125215.82
284568,193671.44
381795,104372.45
777536,46716.8
776576,184552.94
284180,42200.0
283543,218100.0
283292,95800.0
381478,26500.0
381582,44500.0
381848,12785.72
382251,135757.76
382555,188006.39
382726,112628.5
581334,81262.18
281680,319252.23
675789,52196.77
675790,294287.82
876122,457841.24
876134,680186.01
380053,26799.21
380048,26036.18
380070,26161.15
380069,26161.15
380055,26799.21
380056,26799.21
380057,26799.21
380050,37893.28
380039,31953.0
380046,28113.07
480966,164146.78
778237,1096135.28
580413,730001.08
778382,489487.92
875432,603185.01
875433,529103.7
384647,62962.02
778353,11184464.99
878271,173985.06
382532,228313.758
875298,406672.14
582278,117351.44
580832,40768.227
381205,103297.558
482774,51864.131
484760,70834.096
778286,363457.72
280765,192800.312
777649,39729.45
676497,334686.57
382879,416800.97
383282,25600.0
383629,125124.77
383631,280864.63
383684,353760.39
383895,81635.66
383899,521922.78
384678,29014.54
481251,400775.34
482689,101732.92
482793,63122.52
482994,118925.38
482996,110054.11
484219,22900.0
484767,48300.0
484992,84127.44
580585,180619.23
581434,165666.49
581582,28400.0
581937,20900.0
582643,97694.58
582645,93732.45
582646,93732.45
583308,188077.12
615898,31800.0
675294,302915.32
675461,229743.82
675624,300364.99
675826,567578.88
675829,25300.0
676132,98514.99
677110,93578.54
677111,64471.88
677146,120454.93
677203,36500.0
677204,29500.0
677477,187590.67
677915,55500.0
678160,77032.31
678698,75900.0
678711,30800.0
775609,381628.4
776814,12500.0
777823,237552.33
80676,84229.8
81050,22000.0
81421,20600.0
81568,110100.0
81884,34807.52
83089,327699.96
83100,68728.48
900183,27800.0
900295,27800.0
675897,127702.92
675898,142487.25
678627,381152.99
483239,67536.55
483240,53205.02
679932,128910.22
480835,11100.0
677707,86067.32
677708,90888.64
80487,40300.0
383959,253693.21
677695,1186323.77
679496,161539.7
82911,1950014.78
380277,1409660.62
83095,237904.55
480366,243782.31
581867,25289.54
877364,202751.66
580905,35576.34
484095,226059.18
515822,31854.79
775829,49213.68
483455,42094.17
384153,237076.63
80914,275227.88
281841,232511.74
678156,483979.02
381548,202963.06
82354,549528.18
83108,54017.53
482488,140050.61
483457,42094.17
779048,477833.96
384136,275230.68
775958,90123.79
281844,57222.12
778322,524309.56
778332,443363.0
778433,469060.96
778439,639153.96
778539,437183.79
778796,79393.12
776868,1386465.92
581197,223841.49
877917,195923.67
878035,185293.13
775859,71578.63
677565,90400.0
382451,162482.14
580493,112173.15
878056,1703256.45
483113,208284.23
875655,723444.9
282126,546593.84
775424,41979.0
280785,211957.73
876504,517968.9
580702,254100.42
483478,221470.75
482034,14000.0
675636,314922.45
582469,117376.23
876132,3629490.42
876556,1939612.23
675410,467452.74
184845,247227.22
284543,258327.87
380561,326312.55
482393,4337801.33
480380,236595.14
583290,214013.69
678630,37700.0
777763,45755.94
777105,65962.99
483639,17874.62
875675,58350.97
583151,193245.04
482697,100228.35
778432,720642.07
679402,67628.36
677871,35081.61
583036,22146.81
481966,28823.06
877847,463173.07
582295,182229.35
481019,28062.78
876858,194732.87
777193,58980.38
875369,125913.71
876870,17270.17
383070,404340.62
582477,217008.55
284252,431017.38
676463,42451.79
382958,42419.32
482486,123507.94
677380,2230538.57
580764,67161.77
580763,406443.66
675635,202975.23
382328,149149.91
876925,393419.25
878020,65691.4
876010,13900.0
381254,130989.07
581384,121108.85
380476,137232.35
679812,104691.25
679396,44130.53
875470,160525.64
381072,25131.75
183414,721798.66
581055,246004.67
675224,19377.65
382385,185698.56
384227,178681.8
282855,364359.03
675765,85953.56
482715,175782.83
679748,71737.29
678259,171422.3
777465,66753.65
876240,474435.69
581066,258299.56
877966,524286.25
283449,47298.38
775005,99963.44
676193,251547.45
180020,151340.11
877514,671115.27
515861,71813.92
677596,84301.46
679871,82189.09
582252,206852.73
582668,147096.42
383491,337849.24
483628,212407.44
582041,82797.38
381035,48896.28
580805,287441.08
876354,232303.06
484674,79070.46
481112,147834.6
481115,119339.09
184869,345910.64
677158,211531.74
679989,80087.69
481277,210577.13
383391,182290.06
877829,141887.99
582204,85398.41
383074,171488.41
283872,186450.98
776295,73210.51
282256,899483.18
483545,95802.42
284299,291160.78
677499,259599.0
480209,132570.35
678811,2796718.73
876232,209335.99
484899,286020.19
675881,527294.97
675080,189381.55
481292,138892.03
481293,27424.34
778217,103574.75
779002,917085.75
482530,78165.79
678508,72167.6
779741,515609.933
582025,99672.62
283051,301723.55
877962,570492.5
778008,36321.78
480809,35958.57
878340,227266.42
878342,228716.9
183830,47348.84
381794,127773.18
381793,30112.63
383035,246766.15
777144,43440.57
875478,299058.15
876276,593395.84
380133,28075.38
582207,182394.77
877272,89853.92
382252,410427.45
677097,339539.47
484308,128078.36
876079,677473.85
581473,1588484.25
380153,29490.18
283006,116141.97
480226,328601.42
382761,453438.85
182751,76682.22
580703,166348.83
776852,1052997.39
483892,169951.96
282931,292179.65
675910,167364.66
877374,1148561.05
675574,114180.5
876105,602182.63
380095,64174.69
82818,121397.66
580580,246270.44
678116,287260.74
382355,102720.78
380650,133545.6
580687,37300.0
383664,225657.54
384024,300994.68
481920,36590.14
481921,28044.05
481934,53257.15
481935,52808.78
776750,732942.98
878227,456582.31
583497,88627.11
482706,26443.4
875642,619883.2
777026,1096014.07
875266,107777.52
875267,108227.75
876375,141414.78
875252,108690.44
875249,72447.46
382957,170877.36
875239,112516.9
875243,112217.96
380636,186755.34
484035,136604.89
482678,169415.78
675853,80077.01
283367,620627.46
284393,60745.92
481054,28813.36
282936,69273.09
383933,18400.0
875471,153927.62
581130,92282.73
679417,22707.62
80533,338535.33
384662,159178.23
480549,77489.16
481100,147390.64
778783,517560.87
480608,112121.55
482546,23311.21
380175,415491.09
281845,400127.95
282127,440570.52
82816,31267.07
581572,1653155.25
382719,54874.91
484697,78474.09
382342,112827.38
380595,194735.22
282985,228402.63
80765,1010855.38
183816,83706.01
284444,179581.92
677890,26852.13
580733,239401.7
775783,170302.1
381903,19942.52
481398,27469.27
83343,16127.31
83362,84740.44
80683,56748.66
383309,30067.32
383311,26706.44
875277,87221.89
484681,19488.84
184385,769213.53
383314,112426.78
81319,2033347.48
283081,255492.35
184846,253290.85
483338,223235.87
676264,1306600.46
875317,294284.61
183467,271392.12
776473,127875.123
480326,98676.42
480328,406370.33
878053,1319925.21
483495,42094.17
483494,42094.17
678063,239149.84
677160,117359.78
779381,254440.6
384192,212551.51
380164,72837.81
483955,887772.21
381698,285524.982
679557,351925.18
384848,458138.51
282806,63682.06
483924,303147.93
80031,59144.93
282961,519613.94
776239,70089.37
778241,433410.28
675130,149677.82
677086,66176.32
679627,261069.61
675428,68220.41
384652,84757.95
875703,113804.517
384007,52822.74
877003,336534.38
876883,186728.96
876575,19526.61
776810,1041544.13
779789,102210.31
282884,405273.61
582368,193864.88
677185,48679.75
484700,22505.141899
483413,148236.93
284871,735641.31
581455,99715.41
581456,150773.31
581457,150390.91
876730,61504.25
877457,329510.96
875537,66740.11
284875,182082.03
676105,148389.57
777006,51339.86
677690,326577.0
777342,1173418.84
482531,81554.74
676104,116719.23
83327,60311.09
284093,216974.7
778118,352262.98
878155,295487.06
581157,127474.31
877697,72952.44
676759,20116.69
776403,117559.71
878290,179780.25
180254,151401.497
283618,71505.03
878376,389823.67
876566,182551.6
382262,162175.04
484655,18485.84
582328,62312.63
582329,148736.01
582330,264229.89
878612,787811.79
777463,21156.87
878634,287295.51
878274,762362.33
878085,237332.15
878086,92215.647
878087,284043.21
382964,144212.51
382965,351539.21
482511,98600.56
876287,534765.18
676653,151296.06
81732,50878.03
281805,547687.4
878633,402088.28
481297,122009.66
876530,609136.11
676821,92274.94
382834,25201.55
382843,25153.81
483366,41805.0
877399,134434.21
877400,118864.73
281673,354323.4
582324,53887.71
878208,22238.58
382341,224086.03
878275,434830.27
878065,466514.91
777609,26994.17
583158,113913.73
580717,119398.76
282197,102800.0022
777600,70417.0
483301,329414.11
581039,198458.69
676686,22548.08
82841,193854.69
876867,143411.04
877164,275855.34
877205,188877.42
877402,144149.09
877401,144268.1
877405,89756.32
877407,242888.71
877408,33994.78
877409,293786.84
877411,74706.27
877143,52711.52
877144,42039.39
877145,38082.44
877146,34896.49
877147,34350.25
877148,78954.31
877149,36036.26
877150,38965.96
877151,43197.46
877152,63859.73
877418,481159.07
877419,624017.18
877421,460800.41
877422,173807.39
877423,576025.57
877424,889106.26
877414,946740.48
877370,37767.84
877372,38350.17
877157,426775.36
877463,60493.05
877464,59140.19
877465,59140.19
877466,59140.19
877467,59140.19
877468,60493.34
877469,59140.19
877166,308484.82
877168,283386.15
877167,284096.54
877170,286145.86
877172,324286.87
877176,279184.47
877175,272390.75
877174,285170.07
877162,280723.18
877169,284092.17
877238,89305.33
877393,2475122.69
877396,285523.51
877329,89946.02
877351,1176674.85
877394,630220.38
877395,942480.5
877264,90102.6
877663,131157.18
877664,114135.79
877699,230063.2
877840,809308.89
877679,101410.61
877682,71682.57
877683,88982.93
877831,355785.53
877666,651275.92
877809,184184.16
877810,178965.26
877812,231909.64
877813,225978.97
877814,144370.16
877926,208220.09
877515,193762.87
877915,96332.54
877950,178097.47
877953,931298.77
877948,366965.74
877956,134391.87
877958,138706.5
877960,155662.42
877961,317148.83
877965,131218.09
877949,432667.2
877942,391979.19
877743,1097921.42
877889,238571.07
877892,245474.8
877894,423568.38
877895,544556.57
877896,248846.11
877897,481591.15
877898,414336.85
877902,261458.07
877903,470689.21
877904,263827.58
877906,268561.12
877908,597315.99
877817,422804.14
877916,96332.54
877967,955523.81
878022,400310.3
877796,41400.0
877797,44434.78
877826,905193.17
877687,51411.78
877688,66335.51
877689,66099.4
877690,51392.81
877691,84574.54
877694,54018.91
877693,95087.59
877695,48729.99
877696,48719.83
877489,306022.14
877490,288072.03
877491,293145.03
877492,355528.46
877493,126701.43
877494,396262.46
877495,131949.44
877497,365633.55
877498,295479.73
877499,324428.44
877504,483562.67
877505,215248.09
877507,313834.67
877508,589921.54
877252,89793.26
877253,89793.26
877482,367493.08
877913,480778.69
877516,207558.43
877665,129879.34
877677,108145.23
878062,757083.76
878063,493440.02
877920,430273.33
878055,311111.63
877927,96281.87
877928,116357.91
877929,105964.46
877930,682097.71
877931,316965.89
877933,283612.7
877934,90122.84
877938,250266.53
877939,296524.13
877827,130664.07
878054,871191.14
877937,284808.45
877844,237246.99
878031,65695.49
877988,66875.33
877989,66875.03
877998,66872.64
877999,66872.64
877978,65696.43
877979,64613.49
878000,65696.43
878001,65696.43
878011,65699.85
877984,64767.44
877985,65259.95
877982,66715.38
877983,66715.38
878024,65446.22
878023,65446.22
877986,66711.58
877987,66711.58
878044,66177.05
878045,66177.05
878010,65699.85
877976,65690.49
877977,65690.49
877990,66872.34
877991,66872.34
878017,66873.4
878028,65696.43
878027,65696.43
878008,65096.93
878009,65096.93
878015,59916.69
878016,59916.69
878042,64941.45
878043,64941.45
878039,63016.25
878040,62290.65
878041,62294.98
878059,65695.49
878002,65699.6
878003,65699.6
877994,67345.1
877995,66874.47
877974,65700.84
877975,65700.84
878033,66607.51
878034,66607.51
878047,64942.0
878046,64942.0
878019,65691.4
878060,65690.49
878061,65690.49
878048,64942.4
878029,66874.47
878030,66874.76
878004,65096.97
878005,65096.97
878007,66890.89
878006,66890.89
877980,65695.49
877981,65695.49
877971,64075.35
877972,109397.38
877973,59939.95
877968,65419.74
877970,64698.51
877996,65297.38
877997,65297.38
877969,64698.51
878064,375890.14
677187,114482.52
677196,31031.25
677200,104784.5
877818,2729905.47
877819,132206.79
284956,94280.94
480885,25408.21
877519,93477.48
878386,1436228.59
878385,405002.06
878384,211584.86
878380,613869.04
878375,1451884.13
581075,156581.32
81525,255042.69
581079,189630.57
480255,56544.14
480256,214052.83
480257,175798.68
480258,244392.42
581041,169594.31
581042,33720.95
581044,46101.48
581746,15000.0
581046,31231.12
581047,225653.57
484471,297128.32
484472,206502.52
484474,183472.25
484475,112968.24
580840,116105.17
484478,105413.94
580842,120956.43
484480,130804.61
580843,39599.07
580844,39556.96
484484,186675.43
580849,47737.83
675069,256039.14
384540,269881.88
484488,119504.129
580825,31270.06
484489,120661.0
580826,38423.042
484490,114923.98
580827,29326.267
580828,34010.292
484492,105455.36
580829,229760.85
484493,124879.747
580830,241248.8
580831,33982.6
580835,177178.334
580836,241480.71
580837,39084.29
580838,118532.48
580839,31141.16
481467,465329.91
678636,26700.0
678635,202659.81
284960,102018.36
580823,186213.42
484449,142549.98
484450,170663.89
580812,40558.8
580811,32896.77
580810,94207.45
484451,164681.28
580817,180457.89
382582,236559.83
677178,37995.82
284820,47455.94
484457,193094.75
580822,29265.42
484460,148384.69
484461,274091.33
484465,203036.27
484468,203512.59
484469,136121.77
580806,207011.5944
580807,277121.18
580791,241830.5
580793,210486.52
580796,252667.74
580798,269062.77
580799,259498.34
484920,182738.89
675584,444196.66
678261,107297.12
484921,282843.54
678260,133582.64
675586,155780.78
678262,196132.6
675590,139519.07
678264,167746.68
678267,132783.38
480614,43737.16
580772,204828.1
678270,143112.17
480627,227801.8
480629,177889.67
678271,202785.63
678273,294986.65
678275,150410.71
778096,83749.76
580775,199348.39
480632,89390.71
580776,329147.47
678276,105422.54
480633,129567.8
580777,57302.94
678277,140216.03
381377,203936.79
580778,57482.63
679651,660181.04
679652,1521801.61
679653,150107.67
380839,172083.11
284131,150486.47
480775,150501.05
282210,227684.88
480605,152384.51
675761,135564.55
675762,135223.9
675763,126234.11
675766,42094.17
480625,297042.35
480624,304141.38
480623,117232.62
675769,111345.66
480622,117272.04
480621,212041.39
480619,40376.54
484430,147767.62
484432,196822.17
283533,167824.5
484434,135392.32
282131,178693.0
484439,241494.06
484440,105435.87
380266,52685.48
380264,320065.65
775717,317775.53
775716,122200.0
775702,199570.83
775704,387661.7
676972,42288.66
775709,470728.06
775710,534260.79
775711,181986.05
675438,180300.0
775713,102943.98
775705,668853.98
775697,229046.9
775699,320489.72
484443,103193.96
484445,136636.99
484429,1979107.12
484408,110623.02
484411,112174.42
484412,177312.68
484413,60048.02
484415,154003.99
484416,114551.51
484418,170135.52
484420,107126.86
875372,285012.69
484422,137241.5
875373,236430.79
484423,101111.0
484424,109223.18
484425,128866.31
875375,153745.81
875376,1046794.24
484427,111378.46
484405,167269.56
875380,371442.25
875381,419570.64
875358,168799.95
875359,192594.48
484382,184134.87
875368,144272.97
484383,114597.62
484384,122387.05
484388,124041.72
484389,84528.38
484390,103629.23
484391,92816.07
484392,120344.39
484393,169873.68
484394,156701.74
679106,705690.59
484395,88682.38
484397,162424.63
484399,159361.09
484400,118382.0
484401,174410.14
484402,135893.17
484404,130625.08
778617,140716.82
678419,58460.28
675924,121603.48
483407,145901.21
483408,230553.39
483410,89165.64
483411,25145.86
483412,79616.42
483428,119204.38
675751,52953.53
675752,42094.17
675753,42094.17
