padron;deuda;pagado;superficie;valuacion_yb;valucion_smt
4679348;3789;0;155;195264;363191
4679349;4426;0;176;227846;423794
4679350;1126;0;137;79377;147642
4679351;1126;0;157;79624;148101
4679352;824;0;101;43578;81055
4679353;1009;0;202;71282;132585
4679354;824;0;117;52330;97334
4679355;824;0;98;45535;84695
4679356;1049;0;124;74254;138113
4679357;1224;0;337;86787;161424
4679358;2066;0;264;111297;207012
4679359;4380;0;217;213050;396274
4679360;487;487;181;62546;116335
4679361;2014;0;190;106604;198284
4679362;1111;0;201;78682;146348
4679363;1013;0;181;71871;133681
4679364;911;0;336;64460;119897
4679365;824;0;101;45266;84195
4679366;824;0;119;44701;83144
4679367;824;0;127;48702;90587
4679368;824;0;93;44490;82752
4679369;834;0;137;54623;101600
4679370;824;0;81;47260;87904
4679371;1013;0;128;71719;133398
4679372;824;0;59;32063;59638
4679373;824;0;39;23051;42876
4679374;944;0;109;69680;129605
4679375;827;0;167;59066;109864
4679376;824;0;75;48897;90949
4679377;824;0;62;40211;74792
4679378;4693;0;213;324033;602703
4679380;824;0;16;13732;25542
4679381;824;0;23;12130;22562
4679382;2822;0;191;125582;233583
4679383;824;0;84;51626;96024
4679384;824;0;178;30922;57515
4679385;824;0;48;26265;48853
4679386;824;0;134;49299;91697
4679387;824;0;144;49489;92050
4679388;2801;0;485;123794;230257
4679389;3689;0;582;178018;331115
4679390;824;0;79;22119;41142
4679391;5144;0;1045;484027;900291
4679392;1157;0;348;81737;152032
4679393;2438;64;488;34399;63982
4679394;584;584;442;24408;39612
4679409;3396;1284;1983;241625;449422
4679410;2172;804;620;75052;139598
4679411;515;515;300;14979;27861
4679412;490;490;300;14979;27861
4679413;892;892;908;223145;415050
4679414;2720;886;369;42387;78840
4679418;3821;1828;342;42156;63234
4679419;2385;0;348;123375;229478
4679420;2626;0;1266;188396;350417
4679421;1670;0;661;123360;229450
4679422;929;929;693;116586;216851
4679423;1656;588;666;149347;277786
4679424;1945;0;662;134114;249452
4679425;1982;917;653;145328;270310
4679426;2339;0;653;191032;355319
4679427;577;0;713;8;295882
4679428;2161;0;683;157783;293476
4679429;1482;0;635;115918;215608
4679430;2457;0;654;172948;321685
4679431;1951;1951;650;184408;343000
4679432;2600;0;654;182046;338607
4679433;906;0;268;91399;170002
4679434;2101;0;408;148880;276917
4679435;2807;0;517;72333;134540
4679436;1933;637;455;63693;118469
4679437;2316;1020;455;63693;118469
4679438;2316;2316;455;63693;118469
4679439;1411;1411;455;63693;118469
4679440;1889;624;455;63693;118469
4679441;2699;0;455;63693;118469
4679442;2699;0;455;63693;118469
4679443;1889;1889;455;63693;118469
4679444;3089;2811;601;84090;156409
4679445;2369;0;615;85934;159837
4679446;2828;0;527;73714;137109
4679447;1940;550;496;69390;129067
4679448;2377;1048;496;69390;129067
4679449;1940;641;496;69390;129067
4679450;1940;275;496;69390;129067
4679451;1940;0;496;69390;129067
4679452;1936;0;496;68971;128287
4679453;2373;0;496;69390;129067
4679454;2358;0;601;83971;156187
4679455;1205;1205;601;83971;156187
4679456;2240;1048;496;69390;129067
4679457;1539;1539;496;69390;129067
4679458;2373;0;496;69390;129067
4679459;1940;183;496;69390;129067
4679460;1940;0;496;69390;129067
4679461;1106;1106;496;69390;129067
4679462;1389;458;496;69390;129067
4679463;1908;0;469;65650;122109
4679464;1893;0;456;63800;118668
4679465;2316;0;457;63848;118758
4679466;1444;1444;457;63897;118848
4679467;2316;0;457;63945;118938
4679468;2316;0;458;63994;119029
4679469;2316;512;458;64042;119119
4679470;1503;1503;458;64091;119209
4679471;1893;0;459;64139;119300
4679472;994;994;459;64188;119390
4679473;1375;1375;459;64236;119480
4679474;2316;2316;460;64285;119571
4679475;1503;1503;460;64334;438937
4679476;1547;1547;460;64382;119751
4679477;2319;0;461;64431;119841
4679478;2319;0;461;64479;119932
4679479;2319;768;461;64528;120022
4679480;2319;1024;462;64576;120112
4679481;539;539;462;64625;120203
4679482;2715;771;462;64673;120293
4679483;2721;1425;642;89784;166998
4679484;3553;0;985;137680;256085
4679485;2358;0;601;83971;156187
4679486;2358;291;601;83971;156187
4679487;1675;1675;457;63920;118892
4679488;1375;1375;457;63920;118892
4679489;1893;986;457;63920;118892
4679490;2316;0;457;63920;118892
4679491;1547;1547;457;63920;118892
4679492;1355;448;457;63920;118892
4679493;542;542;457;63920;118892
4679494;1374;1374;457;63920;118892
4679495;2316;0;457;63920;118892
4679496;2180;765;453;63368;117866
4679497;2364;522;491;68717;127814
4679498;2316;0;457;63920;118892
4679499;990;990;457;63920;118892
4679500;2316;0;457;63920;118892
4679501;2188;1281;457;63920;118892
4679502;1416;520;457;63920;118892
4679503;2316;0;457;63920;118892
4679504;2316;2316;457;63920;118892
4679505;2316;0;457;63920;118892
4679506;1893;179;457;63920;118892
4679507;2817;0;601;84090;156409
4679508;1557;1557;519;72514;134876
4679509;2406;1458;519;72514;134876
4679510;803;803;519;72514;134876
4679511;1968;0;519;72514;134876
4679512;1119;1119;519;72514;134876
4679513;2272;1325;519;72514;134876
4679514;2406;0;519;72514;134876
4679515;2406;0;519;72514;134876
4679516;1545;1545;505;70567;131255
4679517;210;210;930;16500;117805
4679518;5557;0;3387;473257;880258
4679519;2897;0;984;137491;255733
4679521;5895;0;3959;553199;1028951
4679522;12162;0;14573;2035928;3786827
4679523;5354;0;3495;488314;908265
4679524;3008;0;1256;175546;326515
4679525;4286;4286;2449;342172;636440
4679526;1693;1693;1078;150662;280232
4679528;4149;2190;998;139544;259552
4679529;4210;0;1108;154789;287908
4679530;4692;0;1913;267352;497276
4679531;4170;0;1037;144888;269492
4679532;4170;0;1039;145248;270161
4679533;4389;0;1406;196505;365499
4679534;4139;0;982;137233;255253
4679535;2077;700;1034;144550;268863
4679536;3617;1006;1047;156305;272127
4679537;3928;3928;971;135696;252394
4679538;4149;0;998;139473;259421
4679539;4195;0;1074;150111;279206
4679540;4128;0;974;136093;253134
4679541;4093;0;906;126580;235440
4679542;3965;0;1030;143892;267639
4679543;7226;0;6211;867760;1614034
4679544;2407;2407;1048;146488;272468
4679545;2207;2207;1046;146147;271834
4679546;3984;0;1065;148830;276824
4679547;4174;2202;1047;146266;272055
4679548;5506;0;3300;461092;857631
4679549;7564;0;18340;948010;1763300
4679552;553;0;261;12880;23958
4679553;440;200;262;9108;263403
4679554;659;147;138;66792;124234
4679555;690;210;163;66558;123798
4679556;515;0;298;15048;27990
4679557;300;300;298;15048;27990
4679558;294;294;437;24600;36900
4679560;360;0;254;13253;24651
4679569;548;0;562;25097;46682
4679570;1351;1351;763;106642;198354
4679571;4005;2119;763;106642;198354
4679859;3678;0;220;175939;327247
4679860;3678;0;213;175377;326202
4679866;2321;2321;771;107734;200387
4679867;3439;3439;763;106642;198354
4679868;5111;0;763;371078;690206
4679869;5106;0;733;365862;680503
4679870;4973;0;733;335318;623693
4679871;1638;1638;838;117202;217997
4679872;3439;962;763;106642;198354
4679873;2121;2121;763;106642;198354
4679874;360;0;735;14400;191178
4679875;1732;1732;735;102784;625291
4679876;2117;2117;735;102784;191178
4679877;6186;0;900;125729;653000
4679878;3985;0;728;101767;189286
4679879;3985;0;728;101767;189286
4679880;2303;2303;728;101767;189286
4679881;1823;1823;1305;931989;1733500
4679882;5032;1667;900;226320;420956
4679883;2144;0;383;88031;163738
4679884;3259;0;432;154175;286766
4679886;4370;0;4929;208507;387823
4679887;3888;0;668;44738;83214
4679888;4524;0;539;263945;490938
4679889;660;29;223;15583;28985
4679890;372;372;232;16216;30163
4679891;4905;816;921;62723;116665
4679892;4995;0;720;430436;800612
4679893;4775;2049;480;353323;657181
4679894;3719;0;1308;359538;668740
4679895;5379;0;1570;566229;1053186
4679896;2822;0;532;126515;235318
4679897;3088;0;388;223696;416076
4679914;3077;0;388;217908;405310
4679915;1685;1685;297;118091;219651
4679916;1142;1142;150;70446;131029
4679917;3689;0;737;376543;700370
4679918;2378;0;391;159182;296079
4679919;2234;0;885;137829;256363
4679920;16206;0;0;262915;489022
4679923;11854;0;560;3166316;47494
4679926;11854;0;560;3166316;47494
4679927;390;0;349;21092;39231
4679928;175;175;313;21345;39703
4679929;179;179;409;25820;48026
4679930;175;175;320;21706;40373
4679931;365;0;332;22024;40965
4679932;175;175;341;22614;42063
4679933;175;175;341;22614;42063
4679934;175;175;341;22614;42063
4679935;175;175;341;22614;42063
4679936;365;0;334;22221;41332
4679937;590;590;530;32265;60014
4679938;594;594;533;32428;60316
4679939;487;0;535;32568;60577
4679940;260;260;523;32150;59799
4679956;1090;0;735;42388;191178
4679957;364;364;735;42388;191178
4679958;3332;3332;1076;316989;589600
4679961;77686;0;281962;4726789;8791828
4679966;4055;776;2032;120435;180653
4679967;2340;2340;1827;116599;216874
4679968;1490;1490;471;227837;423777
4775001;657;0;736;39857;74134
4775002;669;0;763;40469;75273
4775010;24442;0;127850;714422;1328826
4775011;1784;0;356;116630;216932
4775012;2495;0;462;167169;365807
4775013;1828;0;1213;124959;232423
4775049;1129;1129;946;89417;166316
4775050;1056;1056;807;78890;672641
4775094;1774;0;297;118348;177523
4775128;1869;0;323;121927;182891
4775129;2048;0;398;129779;194669
4775130;1658;0;221;112487;168731
4775131;1668;0;234;113859;170789
4775138;2012;0;300;123788;185683
4775139;2012;0;300;123774;185661
4775151;1710;0;300;119255;178883
4775152;2012;0;300;123774;185661
4775160;1693;0;295;117546;176319
4775161;1700;0;301;118272;177408
4775162;2014;0;297;124182;186273
4775163;1685;0;284;116535;174803
4775168;5111;0;18227;1175754;1763632
4775169;1590;0;237;112942;169413
4775170;1683;0;281;115868;173802
4775171;1610;0;281;115868;173802
4775172;1683;0;281;115868;173803
4775173;1855;0;303;120010;180015
4775174;1993;0;312;121088;181633
4775175;1997;0;312;121128;181693
4775176;1997;0;312;121128;181693
4775177;1997;0;312;121128;181693
4775178;1621;0;284;117663;176495
4775179;1683;0;281;115868;173803
4775180;1683;0;281;115868;173803
4775181;1683;0;281;115868;173803
4775182;1710;0;298;119438;179157
4775183;1678;0;296;115670;173505
4775184;1675;0;283;114509;171764
4775185;1580;0;271;113324;169986
4775186;2000;0;258;122277;168416
4775189;3906;0;624;592173;888260
4775194;3942;0;870;613305;919958
4775308;1329;1329;291;118039;177058
4775365;151;151;397;30719;46079
4775366;147;147;397;30923;46385
4775372;2529;0;443;282672;424008
4775402;3107;0;1333;260874;485225
4775403;3108;0;1066;208524;387854
4775404;2132;0;1225;239758;445949
4775405;1852;0;1228;54700;447074
4775407;2123;0;1200;234804;436735
4775408;3032;0;1200;234821;436767
4775410;2123;0;1200;234829;436783
4775411;3032;0;1200;234873;436865
4775412;2123;0;1200;234716;436573
4775413;3032;0;1200;234811;436749
4775414;2390;1957;1200;234751;436637
4775415;4548;0;1202;235100;437286
4775416;2123;0;1200;234848;436818
4775417;2123;0;1200;234726;436591
4775418;2123;0;1200;234727;436593
4775419;4538;0;1186;231994;431508
4775420;4548;0;1200;234782;436694
4775421;5807;0;28997;1122538;2087921
4775422;5386;0;2308;136783;205175
4775423;3627;0;514;58723;88084
4775424;2851;0;941;88133;132200
4775425;2288;2288;941;107434;161151
4775428;769;578;574;99515;149273
4775430;3463;1423;392;194127;291190
4775431;607;607;399;94746;142119
4775444;1312;1312;547;272863;409295
4775445;928;928;512;189487;284230
4775450;2454;0;560;97007;145510
4775451;2454;0;560;97007;145510
4775452;282;282;560;97007;145510
4775453;2644;0;586;101512;152269
4775476;1774;0;291;118072;177108
4775488;510;0;614;32767;49151
4775489;417;0;613;32705;49058
4775497;1185;1185;615;41034;49241
4775498;1185;1185;614;40957;49149
4775499;417;0;613;32704;49056
4775501;510;0;611;32580;48870
4775522;119;119;611;41122;49346
4775546;68;68;658;33042;54063
4775554;3021;0;557;230167;431564
4775555;781;781;560;97007;145510
4775556;781;781;560;97007;145510
4775557;2454;0;560;97007;145510
4775558;2644;0;586;101512;152269
4775559;2695;0;1120;498409;747614
4775560;2454;440;560;97007;145510
4775561;2428;0;528;91574;137361
4775562;2441;0;542;93928;140894
4775563;2428;0;529;91651;137477
4775564;1566;1566;525;90944;136416
4775572;22862;0;21895;1092369;1638553
4775592;2988;1319;341;163105;244657
4775593;1342;1342;1110;308836;2075325
4775594;2546;0;800;212610;318916
4775595;3393;0;800;212614;318921
4775596;3393;0;800;212683;319024
4775597;3393;0;800;212815;319223
4775598;3181;0;800;212603;318905
4775599;3393;0;800;212603;318905
4775600;3393;0;800;212603;318905
4775601;3393;0;800;212613;318920
4775602;3393;0;800;212606;318909
4775603;3401;1067;809;214865;322298
4775604;3393;0;802;213195;319793
4775605;3393;0;800;212619;318929
4775606;3393;0;800;212842;319263
4775607;3181;0;801;212843;319264
4775608;3181;0;800;212780;319171
4775609;3181;0;800;212618;318928
4775610;3181;0;800;212841;319261
4775611;3181;0;800;212841;319261
4775612;3181;0;800;212728;319093
4775613;3181;0;801;213383;319409
4775614;3181;0;801;213057;319585
4775615;2544;637;800;212639;318959
4775616;3181;0;800;212639;319053
4775617;3181;0;800;212603;318905
4775618;3181;0;800;212603;318905
4775619;3181;0;800;212603;318905
4775620;3181;0;800;212641;318962
4775621;3222;0;854;226885;340328
4775622;3230;0;860;228372;342558
4775623;3230;0;861;229114;343671
4775624;3200;0;821;218274;327411
4775625;3200;0;821;218195;327293
4775626;3196;0;819;217769;326654
4775627;3196;0;819;217702;326554
4775628;3193;0;815;216725;325088
4775629;3196;0;819;217692;326538
4775630;3193;0;815;216698;325047
4775631;3193;0;814;216609;324913
4775632;3193;0;815;216731;325097
4775633;3188;0;810;215642;323464
4775634;3188;0;813;216235;324353
4775635;3188;0;812;215944;323916
4775636;3215;0;841;223823;335735
4775637;3200;0;823;218625;327937
4775638;3196;0;820;217916;326874
4775640;1285;1285;801;213085;319627
4775641;3181;0;801;212871;319307
4775642;3181;0;803;213508;320263
4775643;1285;1285;800;212635;318953
4775644;3181;0;801;212978;319467
4775645;3181;0;804;213646;320469
4775646;3188;0;807;214776;322164
4775647;3181;0;801;212871;319307
4775648;3186;0;804;213754;320632
4775649;3181;0;801;213053;319580
4775650;3181;0;800;212706;319059
4775651;3181;0;800;212684;319026
4775652;3181;0;800;212729;319093
4775653;860;860;805;213940;320911
4775654;3200;0;823;218184;327276
4775655;3188;3188;807;214701;322052
4775656;3188;0;811;215797;323696
4775657;3188;0;811;215719;323579
4775658;3188;0;806;214273;321410
4775659;3188;0;805;213928;320892
4775660;3181;0;804;213701;320552
4775661;3181;0;804;213620;320430
4775662;3181;0;804;213686;320529
4775663;3188;0;805;213877;320816
4775664;3188;0;808;214772;322158
4775665;3188;0;808;214694;322041
4775666;3196;0;819;217426;326139
4775667;1306;1306;868;230686;346029
4775668;3230;0;860;228939;343408
4775669;3196;0;818;217377;326066
4775670;3181;0;800;212657;318986
4775671;3181;0;800;212657;318986
4775672;1285;1285;804;213765;320647
4775673;3188;1067;806;214210;321315
4775674;3181;0;802;213293;319940
4775675;3181;0;802;213293;319940
4775676;3188;0;806;214210;321315
4775677;3186;0;804;213765;320647
4775678;3181;0;800;212657;318986
4775679;3181;0;800;212657;318986
4775680;3181;0;800;212688;319033
4775681;3181;0;801;212987;319480
4775682;3181;0;801;212991;319487
4775683;3181;0;801;212979;319469
4775684;3181;0;800;212674;319011
4775685;3181;1064;800;212600;318900
4775686;3181;0;800;212833;319250
4775687;3188;0;805;213878;320818
4775688;3181;0;800;212600;318901
4775689;3181;0;800;212600;318900
4775690;3181;0;800;212680;319020
4775691;3181;0;800;212681;319021
4775692;3181;0;800;212748;319122
4775693;3181;0;800;212935;319011
4775694;3181;0;800;212600;318900
4775695;3188;0;812;215551;323327
4775696;3186;0;813;215776;323664
4775697;3181;0;802;213130;319695
4775698;3181;0;800;212737;319106
4775699;3181;0;800;212785;319177
4775700;3181;0;800;212785;319177
4775701;3181;0;800;212785;319177
4775702;3181;0;800;212679;319018
4775703;3181;0;800;212675;319013
4775704;1285;1285;800;212600;318900
4775705;3181;0;800;212605;318908
4775706;3181;0;800;212631;318947
4775707;3181;0;800;212700;319050
4775708;3181;0;800;212637;318955
4775709;3181;0;800;212637;318955
4775710;3181;0;801;212112;319368
4775711;3181;0;801;213013;319519
4775712;3200;0;824;218844;328266
4775713;3208;0;835;221931;332897
4775714;3215;0;842;223749;335623
4775715;3181;0;801;212910;319366
4775716;3181;0;801;212910;319366
4775717;3181;0;800;212602;318902
4775718;2968;0;800;212602;318902
4775719;3181;0;800;212602;318902
4775720;3181;0;800;212600;318901
4775721;1285;1285;800;212608;318912
4775722;3181;0;800;212605;318908
4775723;3393;425;800;212600;318900
4775724;3181;0;800;212604;318906
4775725;3181;0;800;212658;318987
4775726;2968;0;800;212658;318987
4775727;3181;0;800;212602;318903
4775728;2968;0;800;212840;319261
4775729;4952;0;800;212616;318924
4775730;2968;0;800;212658;318987
4775731;3181;0;800;212658;318987
4775732;2968;0;800;212610;318915
4775733;3606;212;800;212601;318902
4775734;3181;0;800;212605;318908
4775735;3181;0;800;212602;318903
4775736;2968;0;800;212609;318914
4775737;3181;0;800;212601;318902
4775738;3181;0;800;212601;318902
4775739;3181;0;800;212601;318902
4775740;3181;0;802;213166;319749
4775741;3203;0;828;220412;330619
4775742;3181;0;800;212734;319102
4775743;3181;0;800;212606;318909
4775744;3181;0;800;212605;318907
4775745;3181;0;800;212604;318906
4775746;3181;0;800;212712;319068
4775747;3181;0;800;212668;319002
4775748;3181;0;800;212601;318901
4775749;3181;0;800;212723;319085
4775750;3181;0;800;212603;318904
4775751;3181;0;800;212603;318904
4775752;3200;0;822;218440;327661
4775753;860;860;811;215686;323529
4775754;3200;0;822;218441;327662
4775755;3181;0;800;212603;318905
4775756;3181;0;800;212603;318905
4775757;3181;0;800;212610;318915
4775758;3181;0;800;212774;319162
4775759;3181;0;801;212989;319484
4775760;3181;0;800;212612;318918
4775761;3181;0;800;212603;318905
4775762;3181;0;800;212603;318905
4775763;3181;0;800;212603;318905
4775764;3000;0;838;222662;333993
4775765;3166;0;781;207621;311432
4775766;3181;0;801;213084;319626
4775767;3181;639;802;213252;319878
4775768;1285;1285;801;213041;319561
4775769;3181;0;801;213039;319559
4775771;3188;0;810;215421;323132
4775772;3188;0;808;214774;322161
4775773;3188;0;805;213886;320829
4775774;1285;1285;803;213465;320198
4775775;3188;854;805;213934;320901
4775776;3181;0;802;213290;319935
4775777;3181;639;801;212015;319522
4775778;3181;0;803;213443;320165
4775779;3181;0;802;213162;319744
4775780;3181;0;804;213614;320421
4775781;3181;0;800;212642;318963
4775782;3181;0;800;212668;319002
4775783;3181;639;802;213233;319850
4775784;3181;0;802;213127;319691
4775785;3181;0;800;212750;319125
4775786;3181;0;800;212716;319075
4775787;3181;0;800;212648;318973
4775788;3181;0;801;212972;319458
4775789;3181;0;802;213136;319704
4775790;3181;0;800;212650;318976
4775791;3181;0;802;213149;319724
4775792;8546;8546;10838;1486957;2230437
4775810;2454;0;560;97007;145510
4775811;2454;0;560;97007;145510
4775812;2454;0;560;97007;145510
4775813;759;759;511;88603;132904
4775814;2422;0;516;89430;134145
4775815;2137;285;520;90187;135281
4775822;2435;577;535;92837;139256
4775823;2428;0;528;91502;137252
4775824;1995;142;521;90355;135533
4775825;2454;0;560;97007;145510
4775826;781;781;560;97007;145510
4775827;2454;0;560;97007;145510
4775829;2454;440;560;97007;145510
4775830;2454;440;560;97007;145510
4775831;2306;439;560;97007;145510
4775832;2454;0;560;97007;145510
4775833;3244;0;496;85999;128999
4775834;3244;0;494;85706;128559
4775835;2550;1120;493;85412;128119
4775836;779;779;557;96537;144806
4775837;2454;0;560;97007;145510
4775838;2454;0;560;97007;145510
4775839;2454;0;560;97007;145510
4775840;2454;0;560;97007;145510
4775856;2304;0;658;376594;451913
4775857;576;576;217;80028;96034
4776102;2904;2904;2413;119174;143009
4776126;200;200;572;123891;148670
4776127;200;200;560;121258;145510
4776128;1920;0;560;121258;145510
4776129;200;200;560;121258;145510
480194;540;0;323;20800;102123
480196;3498;3498;6852;504845;939011
480199;2159;801;2640;73776;137223
480200;573;0;999;47028;87472
480209;2888;0;621;132570;246580
480210;175;175;76;2024;3765
480226;2929;2929;1115;328601;864947
480229;1188;1188;771;277796;516700
480230;3580;1710;532;296847;552136
480231;2805;2805;928;342835;637673
480232;3738;356;675;369773;687778
480234;5113;0;879;313430;582980
480235;4540;0;563;184096;342418
480236;4808;0;571;244770;455272
480237;3326;1673;649;548368;1019964
480238;4057;1926;722;219369;408027
480247;2606;984;531;229590;427038
480248;3560;0;449;215347;400546
480249;647;0;449;54960;102226
480250;2635;0;449;49103;91332
480255;4381;0;441;56544;105172
480256;3331;3331;449;214052;398138
480257;3464;0;449;175798;326985
480258;1802;0;449;244392;454569
480259;4601;0;449;216207;402145
480260;2607;0;449;56118;104379
480261;2521;2521;449;182949;340285
480262;4906;0;441;320637;596385
480263;2859;0;441;126002;234364
480264;3587;0;449;227013;422244
480265;3458;0;449;173172;424391
480266;433;150;449;49103;91332
480267;583;0;450;49103;91332
480268;583;0;449;49103;91332
480269;3411;1798;449;221324;411663
480270;3554;0;441;212545;395333
480271;3694;3694;441;380699;708101
480272;4810;0;449;285924;531818
480273;4414;0;449;57676;107279
480274;4414;0;449;57676;107279
480277;5664;2103;436;271540;505065
480279;4623;0;517;223724;416127
480280;3920;943;428;191146;355532
480281;4355;0;429;55503;103237
480282;2698;2698;429;323199;601151
480283;5366;1944;429;474889;883294
480290;573;200;429;47388;88142
480291;3523;0;429;200742;373380
480292;3608;0;429;237133;441068
480294;3443;0;421;166415;309532
480298;3658;1374;429;363302;675742
480299;2869;667;429;289501;538472
480300;2542;595;429;54158;100734
480301;4574;0;429;285324;530702
480302;3113;0;421;160404;298352
480303;1665;0;421;46414;86330
480304;1680;0;429;47387;88140
480305;658;213;429;47387;88140
480306;1619;378;430;56897;105830
480307;2084;774;430;66067;122885
480308;3144;3144;429;136822;254489
480309;2812;0;429;72573;134986
480310;3003;0;605;76962;143149
480311;1526;1526;602;61518;114424
480312;3779;0;497;309618;575889
480313;3904;0;905;440634;819579
480314;3848;0;888;339085;630699
480315;3363;3363;906;203368;378266
480316;2977;0;908;74986;139474
480317;588;0;506;26415;49133
480318;3790;0;599;314437;584853
480319;3421;0;599;156830;291704
480320;3539;1945;601;205223;381715
480323;3014;0;859;77926;144943
480324;2805;2805;860;342941;637870
480325;2844;2844;812;365888;680551
480326;4165;0;857;98676;183538
480327;2490;2490;441;163141;303443
480328;5524;0;980;406370;755848
480329;4402;4402;1220;79456;147789
480330;4402;4402;1220;79456;147789
480332;1687;1687;1006;446854;831149
480349;2696;1128;566;324230;603069
480350;3598;0;646;233062;433497
480351;3423;0;588;227114;422433
480352;3619;496;622;240221;446811
480360;1620;0;940;41454;77105
480361;2961;2961;924;148011;275301
480362;4084;0;914;438029;814735
480363;2205;693;878;134610;250376
480364;3902;355;851;361181;671797
480365;1457;1457;0;120374;223895
480366;3396;3396;0;243782;453435
480367;1742;1742;484;108601;201999
480368;2209;0;484;38800;308668
480372;540;0;439;1900;114016
480373;569;0;344;24940;46388
480376;2273;0;450;91676;170518
480377;1401;0;450;71280;132582
480378;2433;0;450;114453;212884
480379;2143;2143;450;368312;685061
480380;3608;0;450;236595;440066
480381;2882;0;450;130504;242737
480382;2907;0;450;69570;129400
480383;4984;0;448;284096;528419
480384;3656;2005;560;256154;476446
480385;4337;0;537;136573;254027
480386;3694;0;464;272635;507101
480392;5259;0;5396;440337;819027
480393;3635;1641;268;248811;462788
480396;2177;2177;599;257163;478324
480397;3817;0;546;325067;604625
480398;3655;3655;555;84928;157967
480399;3672;0;546;263451;490018
480400;3811;0;554;321346;597704
480401;2725;1026;546;296888;552213
480426;2884;2884;772;388057;721786
480427;2601;2601;741;226317;420949
480428;2614;2614;741;234507;436183
480429;3994;1705;741;482276;897034
480430;3833;0;742;330791;615272
480431;2709;2709;814;288141;535943
480432;3560;0;754;217315;404207
480433;4480;0;765;607604;1130144
480434;2841;2841;754;363943;676935
480439;3724;1412;417;38400;71424
480440;4564;0;558;203099;377764
480441;1626;474;450;42094;78295
480442;3421;1885;450;155493;289218
480443;2191;2191;441;129642;241135
480444;5058;2414;508;59817;111260
480445;864;480;322;17231;32049
480446;3421;0;499;156442;290983
480447;3565;0;501;219668;408583
480448;3539;1945;510;207105;385215
480449;2586;2586;510;219623;408500
480450;3428;0;600;229761;427355
480451;3667;0;578;261769;486891
480452;1672;1672;296;94740;176217
480453;3587;1148;510;227266;408360
480454;3800;0;510;319829;594882
480456;2035;2035;590;61361;114132
480457;893;0;449;40320;74995
480458;7220;0;424;209229;389166
480464;2141;0;400;111523;207434
480465;3443;0;442;167308;311193
480467;515;0;4352;9700;23529
480468;3432;157;345;160902;299279
480469;2180;678;344;126068;234487
480470;3684;0;330;274975;511453
480471;2673;1113;330;176207;327746
480472;2059;2059;330;168576;313552
480473;1593;1593;375;53900;100254
480477;1398;36;345;72204;134299
480478;3576;0;338;222197;413286
480479;581;581;346;40899;76073
480480;581;581;345;40793;75875
480481;3437;0;313;163335;303804
480482;3704;0;300;277738;516593
480483;2060;2060;300;179938;334686
480484;2888;0;300;133046;247466
480485;3613;0;300;238103;442873
480486;4658;0;300;210768;392030
480487;3576;0;317;222028;412973
480488;1460;270;371;47714;88748
480489;3550;0;348;211339;393092
480490;3822;0;348;327519;609186
480492;3421;0;341;156198;290529
480493;3619;0;353;240993;448247
480494;2776;1044;391;326671;607608
480495;2921;0;405;139072;258675
480496;3560;0;311;215556;400935
480497;2428;0;300;113640;211370
480498;2725;2725;300;299856;557732
480499;2126;2126;300;71631;133235
480501;3439;3439;368;264042;491119
480508;2400;2400;330;162989;303160
480509;3126;3126;330;53031;98638
480510;1021;1021;330;69011;128361
480514;440;200;387;34391;63968
480516;2385;0;1133;107212;199415
480518;4586;0;659;211541;393466
480519;1154;0;509;78226;145501
480525;4326;0;506;135165;251407
480527;550;550;491;31501;58593
480528;547;547;523;31317;58250
480529;3597;0;481;93787;174445
480532;668;0;476;30058;55909
480533;4625;2422;442;253489;433383
480534;4871;0;439;258297;480433
480535;3447;0;436;168450;313317
480536;2859;0;434;66083;122915
480537;620;0;430;27985;52053
480538;187;187;427;27602;51341
480539;2039;0;477;150921;280714
480540;4114;0;379;265788;494366
480541;369;237;430;34749;64633
480542;1775;1131;432;196256;341871
480543;2444;0;432;116000;215761
480544;620;0;432;27881;51860
480545;5117;0;432;314539;585043
480546;4941;0;432;275000;511501
480547;2300;0;440;95571;177762
480548;250;250;480;28968;56756
480549;2171;0;480;77489;144129
480550;1620;0;480;41386;76978
480551;2978;1332;480;253971;472386
480552;679;0;480;30470;56674
480553;3785;0;480;310353;577257
480554;1354;1354;480;147264;273911
480555;3312;1248;491;188408;350440
480559;738;0;482;62266;115816
480560;3951;0;478;383235;712818
480561;3458;0;480;172743;321303
480562;3517;0;477;198975;370094
480563;642;642;464;28863;53686
480564;4422;2426;425;156736;291530
480565;2782;0;369;70138;130458
480566;2766;0;362;69046;128425
480568;1924;1924;519;188831;351227
480605;4401;0;2394;152384;283435
480606;2278;0;795;92012;171143
480607;4230;0;797;112856;209913
480608;2417;0;789;112121;208546
480609;3970;0;765;97527;181401
480610;2661;0;776;51222;95274
480613;1741;0;778;48472;90158
480614;1664;0;718;43737;81351
480615;3491;0;556;186720;347301
480616;903;0;558;40669;75644
480617;893;0;554;40376;75100
480618;893;0;554;40376;75100
480619;664;664;554;40376;75100
480620;3072;1167;554;115223;214315
480621;3550;0;545;212041;394397
480622;4649;1755;545;117272;218126
480623;1765;441;554;117232;218052
480624;3527;1329;828;304141;565702
480625;4837;0;828;297042;552498
480627;4638;0;528;227801;423711
480628;3285;1264;528;165027;306951
480629;2514;2514;537;177889;330874
480630;857;0;537;39102;72731
480632;2257;1225;537;89390;166266
