padron;deuda;pagado;superficie;valuacion_yb;valucion_smt
875392;2663;0;704;398569;741339
875393;2143;0;668;112051;208415
875394;2226;0;890;149279;277659
875395;2599;0;696;310103;576793
875396;2976;0;704;118021;219520
875397;4709;0;702;678761;1262496
875398;3582;0;699;314462;584900
875399;2971;0;749;505343;939938
875400;2559;0;702;258619;481032
875401;3503;0;704;402714;749049
875402;3597;0;705;318846;593053
875403;2843;0;708;118706;220794
875404;2432;0;710;119083;221494
875405;3792;0;921;649512;1208093
875406;3309;0;1346;225680;419766
875407;2885;0;828;454873;846064
875408;2874;0;687;446000;829561
875409;2835;0;688;429998;799796
875410;3500;0;688;287913;535518
875411;4387;0;689;576003;1071366
875412;4017;0;689;454641;845632
875413;3792;0;689;381825;710196
875416;2150;0;690;115696;215195
875417;3846;0;689;458902;853558
875418;3533;0;690;298514;555237
875419;4099;0;690;481686;895936
875420;2969;0;690;115758;215311
875421;3391;0;687;253265;471074
875422;2957;0;669;112205;208703
875423;4204;0;6028;515394;958634
875425;2728;0;600;300753;559402
875426;3469;0;669;176049;327452
875427;716;0;450;32179;267532
875429;3801;0;7425;497706;925734
875431;2270;0;1394;592767;1102548
875432;3472;0;1540;603185;1121924
875433;3513;0;1470;529103;984132
875434;1672;0;177;94893;176502
875435;2150;0;181;104999;195298
875436;5697;0;1137;589021;1095580
875437;3410;0;515;152491;283634
875438;4565;0;1498;644883;1199483
875443;3733;0;538;397480;739313
875444;3458;0;385;174141;323903
875468;3440;0;737;267265;497114
875469;2492;0;737;216799;403246
875470;2402;0;641;160525;577728
875471;2387;0;746;153927;626462
875472;3080;0;746;151694;621938
875473;3260;0;737;210832;392148
875474;3129;0;737;167948;537108
875475;1748;0;746;168431;471446
875476;2413;0;746;168431;533782
875477;3252;0;746;257664;479255
875478;4847;0;1028;299058;556248
875479;4443;0;1478;592206;1101504
875480;6117;0;2955;541245;1006717
875481;4444;0;2879;160933;299335
875482;4294;0;2884;127675;237475
875483;6494;0;2889;161461;300318
875484;5359;0;2894;368638;685668
875485;4546;0;0;184983;344068
875486;4444;0;2903;162223;301735
875489;8170;0;3948;2175292;4046044
875508;4770;0;1371;968184;1800822
875511;3988;0;1373;398647;741485
875512;2694;0;530;53667;99821
875513;6741;0;1610;942654;1753337
875514;3749;0;1282;979333;1821560
875515;2751;0;1106;986120;1834184
875521;51018;0;60000;1458459;2712735
875523;3720;0;943;284769;529671
875525;8439;0;2000;965514;1795857
875527;2324;0;618;114682;213308
875529;378;0;900;7800;519386
875530;948;0;1070;70700;966092
875531;6359;0;10996;2564652;4770254
87554;824;0;0;18700;411439
875544;3656;0;1681;256235;476598
875547;3910;0;2922;1188432;2210483
875551;14121;0;1351841;1410472;2623478
875552;3218;0;1000;657969;1223822
875556;8396;0;1909;1058142;1968145
875557;2769;0;955;322517;599883
875558;4612;0;999;219810;408847
875559;7995;0;6316;297206;552804
875560;3524;0;728;85278;158618
875562;3319;0;561;190002;353404
875563;6055;0;3233;2379806;4426439
875564;4734;0;2391;1578472;2935959
875565;5069;0;600;303579;564656
875568;3036;0;819;137400;255564
875569;2422;0;572;95898;178371
875570;2447;0;492;82622;153678
875571;2916;0;585;98230;182708
875572;2916;0;585;98230;182708
875573;2447;0;492;82622;153678
875574;2422;0;572;95898;178371
875575;3036;0;819;137400;255564
875576;2987;0;720;120743;224582
875577;2499;0;540;90657;168622
875578;2483;0;528;88515;164638
875579;4642;0;3924;657971;1223827
875580;2483;0;528;88515;164638
875581;2499;0;540;90657;168622
875582;2987;0;720;120743;224582
875583;2526;0;567;95053;465494
875584;2439;0;484;81137;150915
875585;2447;0;493;82646;153721
875586;2447;0;493;82646;153721
875587;2439;0;484;81137;150915
875588;2425;0;567;95053;523234
875589;2912;0;585;98068;528843
875590;2912;0;585;98068;528843
875591;2912;0;585;98068;528843
875592;2503;0;546;91530;516682
875593;2399;0;540;90657;515057
875594;2987;0;720;120743;224582
875595;3036;0;819;137400;255564
875596;2524;0;572;95898;178371
875597;2447;0;492;82622;153678
875598;2916;0;585;98230;182708
875599;2916;0;585;98230;182708
875600;2447;0;492;82622;153678
875601;2524;0;572;95898;178371
875602;3017;0;782;131215;244061
875603;2964;0;683;114598;213152
875604;2499;0;540;90657;457318
875605;2503;0;546;91530;458943
875606;2912;0;585;98068;471103
875607;2912;0;585;98068;471103
875608;2912;0;585;98068;471103
875609;2439;0;484;81137;150915
875610;2447;0;493;82646;153721
875611;2447;0;493;82646;153721
875612;2439;0;484;81137;150915
875613;5695;0;5010;445174;828024
875614;2223;0;811;80272;149307
875615;9862;0;855;508746;946268
875616;2797;0;1633;481735;896028
875617;2941;0;1036;488275;908192
875618;4222;0;1034;521348;969707
875623;6873;0;1051;503720;936919
875624;4409;0;1054;176775;328802
875625;5455;0;1054;411319;765053
875626;2698;0;1054;452134;840970
875627;4333;0;1054;351675;654115
875628;3076;0;1007;699621;1301296
875629;4803;0;962;453340;843213
875630;5733;0;1250;363147;675453
875631;6001;0;1062;408011;758901
875632;7981;0;1150;682847;1270095
875633;2736;0;1215;478086;889240
875634;6806;0;994;493287;917515
875635;3280;0;986;496020;922597
875636;4207;0;965;324041;602717
875637;3579;0;974;327240;608666
875638;4232;0;1188;706586;1314250
875639;4477;0;973;382767;711947
875640;4742;0;1018;440697;819697
875641;6738;0;1013;482164;896826
875642;7251;0;3483;619883;1152982
875643;7160;0;1354;799578;1487216
875644;5070;0;830;714550;1329063
875649;2633;0;1207;411465;765325
875650;5026;0;1244;243398;452721
875651;2856;0;1231;557002;1036024
875652;3951;0;1253;571745;1055660
875653;5799;0;1688;330214;614199
875654;3779;0;1455;487544;906833
875655;4265;0;1305;723444;1345607
875656;3001;0;1528;649643;1208337
875657;5424;0;1376;269188;500691
875659;3980;0;1463;585203;1088477
875660;647;0;481;29273;54449
875661;588;0;452;27716;51553
875662;609;0;451;27640;51411
875663;458;0;452;27709;51540
875664;453;0;451;27640;51410
875666;3729;0;674;185249;344564
875667;6017;0;1373;72631;135094
875674;3490;0;4375;81542;151668
875675;690;0;1509;58350;108532
875676;1380;0;981;69395;129076
875677;1609;0;690;41057;76366
875679;903;0;686;40698;75699
875680;3148;0;1029;173725;321017
875681;4001;0;1035;449364;835817
875682;4017;0;1035;517516;962579
875683;2984;0;1034;477834;888772
875684;2194;0;1031;533877;993012
875685;3661;0;1031;339223;630955
875686;28457;0;48387;1732282;3319280
875689;3507;0;1512;83465;155245
875690;5679;0;1200;442463;822982
875691;871;0;450;39375;73237
875692;3678;0;809;266029;494814
875693;78895;0;160000;3576307;6651932
875695;7213;0;582795;326803;607855
875696;15615;0;60844;739498;1375467
875697;20246;0;56255;917508;1706565
875701;549;0;347;22992;42766
875702;5305;0;349;356309;662735
875703;3064;0;861;113804;211676
875704;4671;0;1457;240737;447771
875708;6819;0;2751;447746;832807
875709;10947;0;2752;631976;1175476
875711;4279;0;1289;646854;1203150
875712;3505;0;814;199914;371840
875713;5217;0;875;68836;128036
875714;3844;0;877;336031;625019
875715;3923;0;911;647531;1204408
875717;540;0;391;41761;77528
875718;1247;0;392;65629;122070
875719;1334;0;346;65981;122725
875720;540;0;449;33701;62685
875721;5649;0;1610;572682;1065189
875722;8146;0;957;709749;1320134
875723;3426;0;900;159741;297119
875724;4622;0;3146;1509828;2808281
875726;3871;0;1040;357113;664231
875727;5344;0;891;467946;1083404
875728;5516;0;1082;525644;977698
875729;16464;0;2410;2056602;3825279
875733;2478;0;1185;159041;295817
875734;1996;0;1169;57288;106556
875735;3288;0;1154;168354;313139
875736;3576;0;1154;224164;416945
875737;2455;0;1153;117451;218458
875738;6505;0;1276;861707;1443934
875739;5638;0;1235;569064;1058460
875740;3640;0;1200;418944;779237
875741;7803;0;1408;275523;512473
875742;6214;0;1452;761247;1415920
875743;6008;0;1296;694438;1291654
875744;4672;0;1224;400508;744945
875745;8161;0;1613;315587;586991
875746;5056;0;1254;452207;841106
875747;5575;0;1298;546205;1015943
875748;5189;0;1379;417014;775647
875750;7054;0;483;586507;1090904
875751;5355;0;870;472954;879695
875752;4347;0;1241;550448;1023833
875753;3656;0;413;257903;479700
875754;5861;0;508;87084;161977
875755;5704;0;2568;784713;1459567
875756;4509;0;1833;426954;794136
875757;7017;0;620;477638;888406
875758;4362;0;957;556264;943148
876003;4624;0;1080;669777;1245785
876004;1021;0;324;22979;358668
876005;2715;0;409;64700;318022
876006;3582;0;410;225228;418925
876007;786;0;409;35619;408680
876008;752;0;409;35618;66250
876009;540;0;287;20777;286717
876011;4159;0;8321;470688;875479
876012;4610;0;1003;889678;1654802
876013;4524;0;879;180490;335712
876014;3428;0;1625;880155;1637089
876025;3421;0;591;227084;422377
876026;4211;0;913;259357;482404
876027;1480;0;849;42709;79440
876028;4432;0;849;259965;483535
876029;1643;0;849;42709;79440
876030;1399;0;849;42709;79440
876031;2531;0;1551;805431;1498102
876032;4398;0;1033;578433;1075887
876033;5995;0;2070;1562376;2906020
876034;4385;0;747;149163;437270
876035;673;0;707;30334;388123
876036;4374;0;678;145335;270323
876038;888;0;796;40072;74534
876039;764;0;622;34606;64368
876040;738;0;598;33126;61615
876041;738;0;598;33083;61534
876042;732;0;596;32996;61372
876043;727;0;595;32952;61290
876044;797;0;706;35911;66794
876045;2232;0;711;143880;267616
876046;4727;0;709;225735;419867
876047;834;0;707;37544;538254
876048;621;0;705;37443;289911
876049;834;0;708;37618;69970
876050;3033;0;1154;199694;371431
876051;2811;0;1349;62196;115686
876052;2929;0;1374;71708;133377
876053;2988;0;990;447071;831553
876055;5672;0;685;272659;507147
876056;6116;0;1109;739475;1375425
876057;3656;0;1781;921576;1714132
876058;7076;0;23982;2256711;4197482
876059;6817;0;1479;1361977;2521520
876060;3885;0;889;413359;768848
876062;5244;0;900;851992;1584705
876063;4323;0;850;619552;1152368
876064;3540;0;1075;851468;1583730
876066;5508;0;2079;1325629;2465671
876067;5664;0;1372;989493;1840457
876068;4471;0;1328;824600;1533756
876069;3165;0;1049;263780;490630
876070;5406;0;1000;904495;1682361
876071;2610;0;1254;315505;1794522
876072;2716;0;1440;362218;673726
876074;3100;0;1793;450897;838670
876076;5372;0;1676;478189;889432
876077;5104;0;1749;386332;718578
876078;4496;0;1355;614101;1142228
876079;4701;0;753;677473;1260101
876080;3579;0;692;313809;583686
876081;4485;0;709;607317;1129610
876082;3461;0;707;685544;1275113
876083;3942;0;705;431282;802185
876084;4297;0;702;545618;1014851
876085;3893;0;700;414983;771869
876086;3901;0;698;416726;775111
876087;3952;0;696;495554;921730
876088;3844;0;694;399865;743749
876089;4036;0;692;523068;972907
876090;3243;0;689;591304;1099826
876091;2828;0;672;410457;763451
876092;4125;0;752;489619;910692
876093;4106;0;759;484660;901468
876094;3653;0;693;456337;848788
876095;4930;0;714;750298;1395555
876099;2791;0;657;397409;739181
876100;4750;0;749;692098;1287302
876101;4413;0;714;583100;1084567
876102;3310;0;714;620676;1154458
876103;4485;0;714;606694;1128451
876104;4043;0;695;464056;863144
876105;4469;0;786;602182;1120059
876106;4406;0;698;581167;1080971
876107;4806;0;797;711306;1323029
876108;3893;0;701;415463;772761
876109;2995;0;701;646410;1202322
876110;4428;0;701;587269;1092321
876111;3754;0;686;369403;687089
876112;4232;0;1016;707221;1322697
876113;3760;0;901;720622;1340358
876114;4848;0;705;723717;1346115
876115;4454;0;701;596025;1108607
876116;4192;0;701;511608;951591
876117;4732;0;701;686182;1276299
876118;2943;0;703;611805;1137958
876119;3146;0;763;548492;1020196
876122;4024;0;703;457841;851584
876123;4683;0;703;670459;1247055
876124;4372;0;703;569688;1059621
876125;5128;0;1012;816126;1517994
876126;3555;0;1010;725980;1350323
876127;3118;0;703;726715;1351690
876128;3489;0;703;283614;527522
876129;2982;0;703;476620;886514
876132;13817;0;25782;3629490;6750852
876133;4290;0;737;543501;1010912
876134;4709;0;753;680186;1275444
876135;4634;0;701;655017;1218332
876136;3908;0;702;419291;779881
876140;4915;0;828;746239;1388004
876144;4601;0;713;643991;1197823
876145;4462;0;708;599696;1115435
876146;2600;0;704;388105;721876
876147;3106;0;711;531856;989253
876148;4101;0;703;643476;1196865
876149;4222;0;699;520808;968702
876150;3811;0;702;387741;721199
876151;4065;0;707;532674;990774
876152;4181;0;844;507691;944305
876153;4194;0;859;689158;1281834
876154;4413;0;733;582880;1084156
876155;4698;0;742;675443;1256325
876159;3922;0;704;483147;898654
876160;3886;0;708;471639;877249
876161;2410;0;711;227465;423086
876162;3103;0;715;159915;297442
876163;4503;0;796;611994;1138310
876164;4087;0;678;540651;950843
876165;3371;0;617;561399;1044202
876166;2781;0;581;506617;942308
876167;4750;0;700;692506;1288061
876168;4915;0;700;746880;1389197
876169;4668;0;700;666425;1239552
876172;3822;0;700;392237;729560
876173;4065;0;700;470267;874697
876174;2981;0;700;637875;1186449
876175;4271;0;700;537917;1000525
876176;5160;0;788;531864;989268
876177;4554;0;1033;864931;1608771
876178;3928;0;595;651246;1211318
876179;3698;0;700;351996;654713
876180;3548;0;700;303708;564897
876181;5076;0;700;798153;1484565
876182;3888;0;700;540361;1005073
876186;2810;0;700;409266;761234
876187;4087;0;579;539944;1004296
876188;2349;0;370;82892;154180
876189;3880;0;750;413765;769603
876190;3859;0;765;403133;1014194
876191;3525;0;765;713634;1327359
876192;4084;0;765;476444;886185
876193;3915;0;765;480718;894136
876194;6717;0;765;677138;1259477
876195;3222;0;765;584790;1087710
876196;4140;0;765;494619;919991
876197;3764;0;765;376422;700145
876198;3728;0;792;362646;674522
876199;4387;0;922;573834;1067332
876200;4477;0;824;603729;1122936
876201;4784;0;795;703198;1307949
876202;3795;0;742;383714;713708
876203;3410;0;752;501306;932429
876204;2956;0;750;466704;868070
876205;4881;0;755;733838;1364939
876206;4442;0;932;659869;1227357
876207;5589;0;1500;964794;1794517
876210;2498;0;599;168741;313858
876211;4153;0;1200;589102;1095731
876212;7476;0;1220;238630;443852
876213;7953;0;1493;292080;543269
876214;7583;0;1279;250293;465545
876215;7487;0;1222;239156;444831
876216;5682;0;1226;584232;1086672
876217;7675;0;1335;261287;485995
876218;7701;0;1347;263588;490274
876220;3018;0;1596;312225;580738
876221;7498;0;1229;240393;447132
876222;7450;0;1200;234696;436534
876223;6056;0;1369;711622;1323617
876224;3349;0;1030;737063;1370938
876225;2387;0;1065;688932;1281414
876226;7065;0;3030;2083950;3876147
876228;2606;0;1490;149605;278266
876230;4000;0;3915;398520;741248
876231;4247;0;949;713814;1327695
876232;3544;0;1318;209335;389364
876233;390;0;938;10956;20379
876234;540;0;896;10461;104456
876235;6953;0;2011;2028119;3772302
876236;6343;0;2125;110141;204862
876237;5586;0;5610;549623;1022299
876238;3558;0;1034;379190;705295
876239;3129;0;1003;168165;312787
876240;2976;0;1032;474435;882450
876241;3852;0;1034;402832;749268
876242;2973;0;1037;473159;880075
876243;3908;0;1032;420686;782476
876244;4422;0;1500;799564;1487189
876245;4215;0;855;794875;1478469
876246;2542;0;1199;193491;359894
876247;3100;0;669;158245;443915
876248;2449;0;666;245227;456124
876249;3867;0;664;407459;757873
876250;3538;0;661;300576;559072
876251;2953;0;658;110402;205348
876252;4428;0;655;589314;1096124
876253;2946;0;652;109462;243162
876254;4211;0;650;518494;964399
876255;3391;0;647;655525;1219276
876256;2134;0;644;108052;200978
876257;2900;0;662;442831;823666
876258;1882;0;648;276054;513461
876259;3189;0;640;289585;538628
876260;3769;0;640;375283;698028
876263;3653;0;640;337160;627119
876264;2946;0;640;107365;199699
876267;2686;0;640;348492;648195
876268;4312;0;640;551105;1025056
876269;3511;0;640;291838;542820
876270;3975;0;640;442263;822610
876271;4718;0;4490;752723;1400065
876274;5882;0;792;551031;1024918
876275;4906;0;801;320093;595374
876276;10616;0;801;593395;1103716
876277;12589;0;1149;817691;1520905
876278;10781;0;917;612769;1348568
876279;3988;0;1006;473420;880561
876280;6054;0;955;527460;981077
876281;11370;0;3874;679327;1259655
876283;6182;0;3761;2725141;5068763
876285;5058;0;1497;355522;661271
876286;3625;0;1120;757376;1408721
876287;3115;0;1066;534765;994663
876288;7545;0;1778;1334544;2482252
876290;578;0;604;25528;47483
876291;569;0;602;24608;45772
876292;727;0;602;32798;64848
876293;418;0;602;24608;45772
876294;543;0;602;24608;45772
876295;569;0;602;24608;45772
876296;569;0;602;24608;45772
876297;423;0;593;25068;46626
876298;578;0;602;25416;47274
876299;578;0;602;25416;50607
876300;716;0;592;32277;60035
876301;569;0;602;24608;45772
876302;1091;0;602;24608;45772
876303;1091;0;602;24608;45772
876304;1091;0;602;24608;45772
876307;1128;0;605;25542;47508
876310;578;0;606;25614;47642
876311;569;0;602;24608;45772
876312;569;0;602;24608;45772
876313;569;0;602;24608;45772
876314;569;0;602;24608;45772
876315;569;0;602;24608;45772
876316;569;0;602;24608;45772
876317;573;0;593;25068;46626
876318;578;0;602;25416;50607
876320;548;0;592;25002;49783
876321;543;0;602;24608;48636
876322;543;0;602;24608;43753
876323;554;0;602;23523;43753
876324;418;0;602;24608;45772
876325;569;0;602;24608;45772
876326;583;0;602;26145;48631
876327;738;0;607;33084;61537
876328;583;0;615;25993;48348
876329;583;0;616;26029;48413
876330;3410;0;525;151471;312813
876332;2569;0;539;139867;260153
876333;4610;0;532;199057;370247
876334;2790;0;531;60579;118134
876335;684;0;530;30676;57058
876336;621;0;697;37740;75051
876337;621;0;696;37695;74962
876338;2955;0;528;73370;136469
876339;4171;0;528;99897;185810
876340;4551;0;529;185468;726375
876341;4503;0;532;176100;327546
876342;2159;0;696;73595;136887
876343;4466;0;692;214264;398531
876344;673;0;527;30336;56425
876345;3502;0;527;246941;459311
876346;679;0;528;30561;56844
876347;3296;0;528;183596;341489
876348;834;0;697;37771;75111
876349;798;0;696;37716;70153
876350;626;0;530;30697;57098
876351;684;0;530;30697;57098
876352;533;0;531;32314;60104
876353;679;0;529;30625;56962
876354;4754;0;701;232303;432083
876355;753;0;593;33887;63031
876356;477;0;450;28845;53652
876357;4283;0;450;125531;233488
876358;4348;0;450;139772;259975
876359;818;0;691;36830;68503
876360;625;0;450;28065;52202
876361;625;0;450;28065;52202
876362;625;0;450;28065;52202
876363;722;0;593;34659;64467
876364;3560;0;593;216093;401934
876365;625;0;450;28065;52202
876366;625;0;450;28065;52202
876367;3469;0;450;177106;329418
876368;3501;0;691;248411;462044
876369;625;0;450;28065;52202
876370;705;0;450;31628;58828
876371;598;0;450;28065;52202
876372;755;0;593;34659;64467
876373;753;0;593;33887;63031
876374;466;0;450;28065;52202
876375;4353;0;450;141414;263031
876376;4497;0;450;173722;323123
876377;2705;0;691;64139;119298
876378;2940;0;450;71925;133781
876379;625;0;450;28065;52202
876380;4348;0;450;140151;260680
876381;3502;0;593;245834;457252
876385;3513;0;677;358167;666190
876386;2812;0;918;348220;647690
876389;5209;0;662;336052;677595
876391;4910;0;646;401193;746220
876394;2543;0;1467;286961;533748
876395;2471;0;1309;256134;476409
876396;2462;0;1287;251790;468330
876397;3384;0;1275;249433;463945
876398;2441;0;1231;240867;448013
876399;2441;0;1230;240657;447622
876400;2471;0;1299;254203;472818
876401;4099;0;1203;482977;898338
876402;3350;0;1220;238681;443947
876403;4717;0;1222;682914;1270221
876404;4140;0;1208;495032;920760
876407;4181;0;1141;507727;944372
876408;4544;0;1264;626712;1165684
876409;2441;0;1238;242258;450601
876410;19561;0;10639;1032470;1920395
876411;4848;0;1260;724505;1347581
876412;2569;0;1520;297333;553041
876413;3657;0;1732;338753;630080
876414;2848;0;1294;432021;803560
876415;2430;0;1212;237192;441177
876416;2485;0;1334;260938;485344
876417;3293;0;1457;703767;1309007
876418;4380;0;1289;573011;1065801
876419;3208;0;1242;243049;452072
876420;4155;0;1200;499286;928672
876421;2449;0;1252;245015;455729
876422;2441;0;1235;241594;449365
876423;2451;0;1262;246992;459405
876424;2460;0;1281;250705;466312
876425;4211;0;1413;517911;963316
876426;4537;0;1631;623837;1160338
876427;5592;0;1616;965048;1794990
876428;4207;0;1437;516341;960395
876429;3335;0;1200;234861;436842
876430;3934;0;1206;428566;797132
876431;2471;0;1298;253872;472203
876432;4114;0;1455;486021;904000
876435;2594;0;1580;309087;574902
876436;4305;0;1462;548792;1020754
876437;2451;0;1258;246102;457751
876438;3868;0;1268;465424;871421
876439;3286;0;1379;269715;501671
876440;5085;0;1349;961628;1788629
876441;2563;0;1510;295454;549545
876442;3407;0;1600;661997;1231315
876443;4454;0;1493;596640;1109751
876444;3399;0;1301;254627;473607
876445;2622;0;1638;320394;595933
876446;5484;0;1324;930556;1730834
876448;2513;0;1396;273071;507912
876449;2482;0;1328;259909;483430
876470;3504;0;1476;288692;536967
876493;4653;0;7193;661275;1229972
876494;4832;0;9421;792337;1473747
876496;3548;0;1548;302811;563229
876497;3759;0;1512;371430;690861
876502;4504;0;950;682327;1269129
876503;2573;0;874;840963;1564192
876504;4211;0;875;517968;963422
876505;4596;0;1045;643045;1196064
876506;3193;0;845;188877;1347673
876507;4814;0;845;713898;1327850
876508;4061;0;845;469715;873671
876509;4660;0;845;662808;1232824
876512;3652;0;845;704620;1310594
876513;4085;0;845;540520;1091018
876514;4063;0;845;532146;989791
876515;4211;0;845;518224;963898
876516;4015;0;845;515403;958650
876517;4167;0;1141;567850;1056201
876518;4110;0;968;484922;901955
876519;4021;0;990;658950;1225648
876520;5005;0;889;775857;1443095
876521;4570;0;895;634263;1179729
876522;3524;0;892;362071;673452
876523;3498;0;890;463415;861952
876524;2987;0;939;480281;893323
876525;3434;0;939;702157;1306012
876526;4398;0;884;578454;1075924
876527;3146;0;882;548860;1020880
876528;4148;0;879;498051;926375
876529;3885;0;877;412358;766987
876530;4492;0;922;609136;1132993
876531;4979;0;946;767397;1427358
876532;4410;0;883;582513;1083474
876533;4634;0;740;654759;1217853
876534;3111;0;721;161344;300101
876535;4664;0;725;664472;1235918
876536;3762;0;723;430400;825573
876537;2917;0;726;449213;835536
876538;4469;0;729;602653;1196082
876539;3193;0;848;189598;352653
876540;4230;0;840;523360;973449
876541;4485;0;847;605899;1126973
876542;4231;0;859;526998;980216
876543;7060;0;855;534504;994178
876544;3126;0;851;539919;1004250
876545;4159;0;847;500959;931785
876546;4956;0;843;759869;1413358
876547;2728;0;840;187774;349260
876548;5046;0;836;788741;1467059
876549;4634;0;835;654770;1217873
876550;4207;0;866;727851;1353803
876551;4559;0;880;631112;1173869
876552;5162;0;868;826652;1537573
876553;4125;0;752;489937;911283
876554;4316;0;710;551855;1026451
876555;4436;0;810;591406;1100016
876556;24229;0;13093;1939612;3607678
876557;3401;0;1344;768059;1428590
876558;3768;0;2189;304732;566801
876559;3503;0;322;183153;340665
876560;4300;0;390;129236;240379
876561;2709;0;390;287563;534867
876562;4256;0;390;164951;306810
876563;4620;0;390;202375;376419
876564;4315;0;390;132463;246381
876565;390;0;390;19526;36319
876566;4535;0;306;182551;339545
876567;390;0;285;15495;28822
876568;2501;0;285;170166;316509
876569;540;0;285;15495;28822
876570;4422;0;285;156135;290411
876571;540;0;285;15495;28822
876572;390;0;285;15495;28822
876573;540;0;306;16894;31423
876574;4315;0;390;133641;248572
876575;540;0;390;19526;36319
876576;4524;0;390;179343;333579
876577;4562;0;390;187142;348085
876578;540;0;390;19526;36319
876579;564;0;390;24168;44953
876580;2241;0;322;86805;161458
876581;540;0;300;16322;30359
876582;4401;0;300;151761;282276
876583;540;0;300;16322;30359
876584;4808;0;300;243739;453355
876585;540;0;300;16322;259935
876586;4460;0;300;165741;308278
876588;5900;0;1701;1064755;1980445
876589;2637;0;900;248093;461453
876590;3440;0;2099;1546338;2876189
876591;3291;0;714;164653;306255
876592;3475;0;749;278555;518112
876593;3113;0;1387;724984;1348470
876596;2524;0;897;49669;1215130
876597;2848;0;1041;368535;685476
876598;2908;0;675;401419;746639
876599;686;0;450;32387;60241
876600;8726;0;2411;1979709;3682258
876601;8991;0;2458;2066063;3842878
876607;8018;0;2323;1749910;3254832
876609;3822;0;1199;328781;611534
876610;4586;0;1822;786120;1462183
876611;3300;0;446;171289;318597
876612;3838;0;450;334582;622323
876613;4318;0;10515;180212;335194
876615;4057;0;1280;425958;792282
876616;3016;0;900;534316;993829
876617;3270;0;1100;688463;1280541
876620;2808;0;456;49400;414013
876621;2966;0;447;49300;467002
876622;2300;0;1178;618597;1150590
876623;4061;0;974;599955;1115917
876624;10844;0;2755;2665657;4958122
876626;4015;0;1656;927277;1724735
876627;3709;0;1655;792928;1474846
876628;4546;0;1000;859228;1598165
876629;11410;0;2247;1238464;2303543
876630;3911;0;742;421604;784184
876632;3553;0;667;305195;567664
876633;3147;0;815;613209;1140570
876636;4331;0;1537;556514;1017039
876686;3940;0;1347;378957;704860
876687;2884;0;998;388986;723514
876688;4130;0;999;540540;1005405
876689;4331;0;1810;556348;1034808
876690;5789;0;2106;1463483;2722079
876691;4445;0;1769;809933;1506476
876698;5080;0;514;306022;569201
876699;2645;0;530;253532;471570
876700;3795;0;2739;170392;316930
876701;5035;0;2416;363715;676510
876702;4146;0;1211;47572;88484
876703;3050;0;1252;136726;254311
876704;2672;0;1323;51971;96667
876705;2656;0;1285;50694;94291
876706;3490;0;2567;81794;152137
876707;4422;0;2883;156521;291130
876708;3892;0;1152;355418;661079
876709;4350;0;936;505233;939734
876710;4688;0;2474;1419616;2640487
876711;8377;0;2803;1867046;3472706
876712;3653;0;2370;1074999;1999499
876715;3556;0;577;286283;532487
876722;6123;0;3602;2685428;4994896
876726;5320;0;1213;1247127;2319656
876727;3964;0;1206;438053;814779
876728;10582;0;2403;2403024;4469625
876729;2721;0;580;147817;274941
876730;2800;0;798;61504;114397
876731;4278;0;593;123855;230371
876732;4267;0;591;121385;322693
876733;4342;0;791;138538;325494
876734;11926;0;2574;1857450;3454858
876735;3694;0;1268;273913;509479
876736;3768;0;552;304465;566306
876738;3480;0;992;181223;337076
876739;3536;0;1713;86876;161590
876741;4303;0;1045;530079;985948
876743;8633;0;712;788012;1465703
876744;515;0;332;8511;15831
876745;515;0;324;13998;26036
876746;515;0;374;14454;26884
876747;515;0;397;14789;27508
876748;515;0;288;12087;22481
876749;3358;0;298;82880;154158
876750;3358;0;298;82880;154158
876751;515;0;298;12489;23229
876752;490;0;352;13905;25864
876753;3358;0;291;82624;153681
876754;3358;0;300;82964;154314
876755;515;0;300;12572;23385
876756;2765;0;300;69969;130142
876757;3358;0;300;82964;154314
876758;3358;0;332;82964;154314
876759;4108;0;3324;130949;243566
876760;2899;0;341;79395;147675
876761;490;0;536;16555;30793
876762;3358;0;298;82896;154187
876763;3358;0;298;82896;154187
876764;3358;0;298;82638;153706
876765;3358;0;298;82896;154187
876766;515;0;298;12505;23259
876767;3487;0;290;82556;153554
876768;2884;0;298;78039;145153
876769;540;0;298;12489;23229
876770;2853;0;298;75373;140195
876771;540;0;298;12489;23229
876772;515;0;288;12153;22606
876773;3358;0;298;82880;154158
876774;3432;0;298;91544;170272
876775;3358;0;298;82880;154158
876776;742;0;298;35046;65186
876777;3358;0;298;82880;154158
876778;3379;0;298;84921;157954
876779;3358;0;298;82880;154158
876780;1675;0;298;46980;87384
876781;2874;0;291;77209;143610
876782;3358;0;300;82964;154314
876783;515;0;300;12572;23385
876784;3358;0;300;82964;154314
876785;3358;0;300;82964;154314
876786;2572;0;290;53306;99150
876787;515;0;531;12310;22898
876788;1586;0;726;41837;77817
876789;515;0;298;12489;23229
876790;440;0;298;12489;23229
876791;515;0;298;12489;23229
876792;4256;0;298;164993;306887
876793;671;0;298;31508;58605
876794;4001;0;298;104725;194789
876795;4005;0;298;107024;199066
876796;3368;0;298;83682;155648
876797;3395;0;298;87221;162231
876798;1633;0;290;44681;83107
876799;515;0;290;12153;22606
876800;4041;0;298;114286;212572
876801;415;0;298;12489;23229
876802;415;0;298;12489;23229
876803;4082;0;298;123380;229487
876804;4051;0;288;117372;218312
